RELEASE,DAY,MONTH,YEAR,TIME (HOUR),TIME (MINUTE),AM/PM,FOCAL REFERENCE CODE,OBSERVER 1,OBSERVER 2,WEATHER,TEMP,FOCAL ID,SEX,AGE,ESTRUS,FOCAL PERIOD,FOCAL MINUTE,BEHAVIOUR,BEHAVIOUR 2,ASSOCIATION,FOOD TYPE,FOOD Type 2,POSITION IN CANOPY,Position2,Position3,PLANT SPECIES,PLANT SPECIES SAT ON,G.P.S. Location,,NOteS,Date End
POST,18,3,2016,9,08,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,1,FE,,,FR,,LC1,,,,,0507239 X 8554761,,,2016-08-23
POST,18,3,2016,9,09,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,2,L,,,,,MC1,,,,,,,,2016-08-23
POST,18,3,2016,9,10,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,3,V,,,,,MC2,,,,,,,,2016-08-23
POST,18,3,2016,9,11,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,4,FE,,,TB,,MC2,,,,,,,,2016-08-23
POST,18,3,2016,9,12,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,5,V,,,,,MC2,,,,,,,,2016-08-23
POST,18,3,2016,9,13,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,6,V,,,,,MC1,,,,,,,,2016-08-23
POST,18,3,2016,9,14,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,7,OS,,,,,,,,,,,,,2016-08-23
POST,18,3,2016,9,15,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,8,V,,,,,LC2,,,,,,,,2016-08-23
POST,18,3,2016,9,16,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,9,L,,,,,LC1,,,,,,,,2016-08-23
POST,18,3,2016,9,17,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,10,OS,,,,,,,,,,,,,2016-08-23
POST,18,3,2016,9,18,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,11,V,,,,,NS1,,,,,,,,2016-08-23
POST,18,3,2016,9,19,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,12,OS,,,,,,,,,,,,,2016-08-23
POST,18,3,2016,9,20,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,13,OS,,,,,,,,,,,,,2016-08-23
POST,18,3,2016,9,21,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,14,OS,,,,,,,,,,,,,2016-08-23
POST,18,3,2016,9,22,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,15,OS,,,,,,,,,,,,,2016-08-23
POST,18,3,2016,9,23,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,16,FO,,,,,MC2,,,,,,,,2016-08-23
POST,18,3,2016,9,24,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,17,OS,,,,,,,,,,,,,2016-08-23
POST,18,3,2016,9,25,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,18,FO,,,,,MC1,,,,,,,,2016-08-23
POST,18,3,2016,9,26,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,19,OS,,,,,,,,,,,,,2016-08-23
POST,18,3,2016,9,27,AM,370501,AMANDA,PILIRANI,SU,W,TI,F,A,,2,20,FO,,,,,G,,,,,,,,2016-08-23
POST,18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,1,L,,,,,MC1,,,,,0507239 X 8554761,,,2016-03-18
POST,18,3,2016,9,34,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,2,V,,,,,MC1,,,,,,,,2016-03-18
POST,18,3,2016,9,35,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,3,V,,,,,TC1,,,,,,,,2016-03-18
POST,18,3,2016,9,36,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,4,V,,,,,TC1,,,,,,,,2016-03-18
POST,18,3,2016,9,37,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,5,V,,,,,TC1,,,,,,,,2016-03-18
POST,18,3,2016,9,38,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,6,V,,,,,MC1,,,,,,,,2016-03-18
POST,18,3,2016,9,39,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,7,V,,,,,MC1,,,,,,,,2016-03-18
POST,18,3,2016,9,40,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,8,L,,,,,LC1,,,,,,,,2016-03-18
POST,18,3,2016,9,41,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,9,V,,,,,LC1,,,,,,,,2016-03-18
POST,18,3,2016,9,42,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,10,V,,,,,LC1,,,,,,,,2016-03-18
POST,18,3,2016,9,43,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,11,V,,,,,LC1,,,,,,,,2016-03-18
POST,18,3,2016,9,44,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,12,V,,,,,LC1,,,,,,,,2016-03-18
POST,18,3,2016,9,45,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,13,V,,,,,LC1,,,,,,,,2016-03-18
POST,18,3,2016,9,46,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,14,V,,,,,LC1,,,,,,,,2016-03-18
POST,18,3,2016,9,47,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,15,R,,,,,LC1,,,,,,,,2016-03-18
POST,18,3,2016,9,48,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,16,R,,,,,LC1,,,,,,,,2016-03-18
POST,18,3,2016,9,49,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,17,R,,,,,LC1,,,,,,,,2016-03-18
POST,18,3,2016,9,50,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,18,V,,,,,LC1,,,,,,,,2016-03-18
POST,18,3,2016,9,51,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,19,V,,,,,LC1,,,,,,,,2016-03-18
POST,18,3,2016,9,52,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,20,V,,,,,LC1,,,,,,,,2016-03-18
POST,18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,1,V,,,,,MC1,,,,,0507233 X 8554772,,,2016-05-26
POST,18,3,2016,9,58,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,2,V,,,,,MC1,,,,,,,,2016-05-26
POST,18,3,2016,9,59,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,3,V,,,,,MC1,,,,,,,,2016-05-26
POST,18,3,2016,10,00,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,4,V,,,,,MC1,,,,,,,,2016-05-26
POST,18,3,2016,10,01,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,5,R,,,,,MC1,,,,,,,,2016-05-26
POST,18,3,2016,10,02,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,6,V,,,,,MC1,,,,,,,,2016-05-26
POST,18,3,2016,10,03,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,7,V,,,,,MC1,,,,,,,,2016-05-26
POST,18,3,2016,10,04,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,8,V,,,,,LC1,,,,,,,,2016-05-26
POST,18,3,2016,10,05,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,9,V,,,,,LC1,,,,,,,,2016-05-26
POST,18,3,2016,10,06,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,10,V,,,,,LC1,,,,,,,,2016-05-26
POST,18,3,2016,10,07,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,11,V,,,,,MC1,,,,,,,,2016-05-26
POST,18,3,2016,10,08,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,12,L,,,,,TC1,,,,,,,,2016-05-26
POST,18,3,2016,10,09,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,13,V,,,,,TC1,,,,,,,,2016-05-26
POST,18,3,2016,10,10,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,14,OS,,,,,,,,,,,,,2016-05-26
POST,18,3,2016,10,11,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,15,FE,,,,,MC1,,,,,,,,2016-05-26
POST,18,3,2016,10,12,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,16,FE,,,,,MC1,,,,,,,,2016-05-26
POST,18,3,2016,10,13,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,17,FE,,,,,MC1,,,,,,,,2016-05-26
POST,18,3,2016,10,14,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,18,FE,,,,,MC1,,,,,,,,2016-05-26
POST,18,3,2016,10,15,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,19,L,,,,,TC1,,,,,,,,2016-05-26
POST,18,3,2016,10,16,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,20,L,,,,,MC1,,,,,,,,2016-05-26
POST,18,3,2016,10,22,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,1,V,,,,,MMS,,,,,0507233 X 8554772,,,2016-11-01
POST,18,3,2016,10,23,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,2,R,,,,,MMS,,,,,,,,2016-11-01
POST,18,3,2016,10,24,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,3,R,,,,,MMS,,,,,,,,2016-11-01
POST,18,3,2016,10,25,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,4,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,10,26,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,5,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,10,27,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,6,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,10,28,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,7,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,10,29,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,8,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,10,30,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,9,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,10,31,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,10,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,10,32,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,11,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,10,33,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,12,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,10,34,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,13,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,10,35,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,14,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,10,36,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,15,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,10,37,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,16,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,10,38,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,17,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,10,39,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,18,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,10,40,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,19,L,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,10,41,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,20,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,11,05,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,1,V,,,,,LC1,,,,,REL ENCL,,,2016-11-01
POST,18,3,2016,11,06,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,2,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,11,07,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,3,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,11,08,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,4,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,11,09,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,5,R,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,11,10,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,6,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,11,11,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,7,R,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,11,12,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,8,R,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,11,13,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,9,R,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,11,14,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,10,R,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,11,15,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,11,R,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,11,16,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,12,R,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,11,17,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,13,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,11,18,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,14,R,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,11,19,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,15,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,11,20,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,16,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,11,21,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,17,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,11,22,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,18,R,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,11,23,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,19,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,11,24,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,20,R,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,1,V,,,,,LC1,,,,,REL ENCL,,,2016-08-02
POST,18,3,2016,11,31,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,2,V,,,,,LC1,,,,,,,,2016-08-02
POST,18,3,2016,11,32,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,3,V,,,,,MMS,,,,,,,,2016-08-02
POST,18,3,2016,11,33,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,4,V,,,,,MMS,,,,,,,,2016-08-02
POST,18,3,2016,11,34,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,5,V,,,,,MC1,,,,,,,,2016-08-02
POST,18,3,2016,11,35,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,6,L,,,,,G,,,,,,,,2016-08-02
POST,18,3,2016,11,36,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,7,FE,,,,,G,,,,,,,INSIDE ENCLOSURE,2016-08-02
POST,18,3,2016,11,37,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,8,V,,,,,G,,,,,,,,2016-08-02
POST,18,3,2016,11,38,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,9,FE,,,,,G,,,,,,,,2016-08-02
POST,18,3,2016,11,39,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,10,OS,,,,,,,,,,,,,2016-08-02
POST,18,3,2016,11,40,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,11,OS,,,,,,,,,,,,,2016-08-02
POST,18,3,2016,11,41,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,12,L,,,,,G,,,,,,,,2016-08-02
POST,18,3,2016,11,42,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,13,L,,,,,G,,,,,,,INSIDE ENCLOSURE,2016-08-02
POST,18,3,2016,11,43,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,14,FE,,,,,G,,,,,,,INSIDE ENCLOSURE,2016-08-02
POST,18,3,2016,11,44,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,15,FE,,,,,MMS,,,,,,,INSIDE ENCLOSURE,2016-08-02
POST,18,3,2016,11,45,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,16,FE,,,,,MMS,,,,,,,INSIDE ENCLOSURE,2016-08-02
POST,18,3,2016,11,46,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,17,FE,,,,,MMS,,,,,,,INSIDE ENCLOSURE,2016-08-02
POST,18,3,2016,11,47,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,18,FE,V,,,,MMS,,,,,,,INSIDE ENCLOSURE,2016-08-02
POST,18,3,2016,11,48,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,19,OS,,,,,,,,,,,,INSIDE ENCLOSURE,2016-08-02
POST,18,3,2016,11,49,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,20,FE,,,,,MMS,,,,,,,INSIDE ENCLOSURE,2016-08-02
POST,18,3,2016,15,06,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,1,R,,,,,LC1,,,,,0507152 X 8554603,,,2016-11-01
POST,18,3,2016,15,07,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,2,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,15,08,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,3,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,15,09,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,4,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,15,10,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,5,R,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,15,11,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,6,R,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,15,12,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,7,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,15,13,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,8,R,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,15,14,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,9,R,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,15,15,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,10,L,,,,,G,,,,,,,,2016-11-01
POST,18,3,2016,15,16,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,11,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,15,17,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,12,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,15,18,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,13,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,15,19,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,14,L,,,,,G,,,,,,,,2016-11-01
POST,18,3,2016,15,20,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,15,V,,,,,G,,,,,,,,2016-11-01
POST,18,3,2016,15,21,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,16,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,15,22,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,17,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,15,23,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,18,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,15,24,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,19,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,15,25,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,20,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,15,41,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,1,V,,,,,LC1,,,,,0507095 X 8554021,,,2016-11-01
POST,18,3,2016,15,42,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,2,FE,,,I,,G,,,,,,,,2016-11-01
POST,18,3,2016,15,43,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,3,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,15,44,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,4,V,,,,,LC1,,,,,,,,2016-11-01
POST,18,3,2016,15,45,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,5,V,,,,,G,,,,,,,,2016-11-01
POST,18,3,2016,15,46,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,6,L,,,,,G,,,,,,,,2016-11-01
POST,18,3,2016,15,47,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,7,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,15,48,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,8,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,15,49,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,9,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,15,50,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,10,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,15,51,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,11,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,15,52,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,12,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,15,53,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,13,V,,,,,MC1,,,,,,,,2016-11-01
POST,18,3,2016,15,54,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,14,V,,,,,MC1,,,,,,,,2016-11-01
POST,18,3,2016,15,55,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,15,V,,,,,TC1,,,,,,,,2016-11-01
POST,18,3,2016,15,56,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,16,V,,,,,TC1,,,,,,,,2016-11-01
POST,18,3,2016,15,57,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,17,OS,,,,,,,,,,,,,2016-11-01
POST,18,3,2016,15,58,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,18,L,,,,,TC1,,,,,,,,2016-11-01
POST,18,3,2016,15,59,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,19,V,,,,,TC1,,,,,,,,2016-11-01
POST,18,3,2016,16,00,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,20,V,,,,,TC1,,,,,,,,2016-11-01
POST,19,3,2016,11,02,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,1,V,,,,,LC1,,,,,0507489 X 8554335,,,2016-08-22
POST,19,3,2016,11,03,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,2,FO,,,,,G,,,,,,,,2016-08-22
POST,19,3,2016,11,04,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,3,FO,,,,,G,,,,,,,,2016-08-22
POST,19,3,2016,11,05,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,4,FO,,,,,G,,,,,,,,2016-08-22
POST,19,3,2016,11,06,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,5,OS,,,,,,,,,,,,,2016-08-22
POST,19,3,2016,11,07,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,6,FE,,,FL,,LC1,,,,,,,,2016-08-22
POST,19,3,2016,11,08,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,7,L,,,,,G,,,,,,,,2016-08-22
POST,19,3,2016,11,09,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,8,FO,,,,,G,,,,,,,,2016-08-22
POST,19,3,2016,11,10,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,9,FE,,,G,,G,,,,,,,,2016-08-22
POST,19,3,2016,11,11,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,10,V,,,,,G,,,,,,,,2016-08-22
POST,19,3,2016,11,12,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,11,V,,,,,G,,,,,,,,2016-08-22
POST,19,3,2016,11,13,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,12,FO,,,,,G,,,,,,,,2016-08-22
POST,19,3,2016,11,14,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,13,V,,,,,G,,,,,,,,2016-08-22
POST,19,3,2016,11,15,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,14,L,,,,,G,,,,,,,,2016-08-22
POST,19,3,2016,11,16,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,15,L,,,,,G,,,,,,,,2016-08-22
POST,19,3,2016,11,17,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,16,V,,,,,G,,,,,,,,2016-08-22
POST,19,3,2016,11,18,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,17,OS,,,,,,,,,,,,,2016-08-22
POST,19,3,2016,11,19,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,18,OS,,,,,,,,,,,,,2016-08-22
POST,19,3,2016,11,20,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,19,OS,,,,,,,,,,,,,2016-08-22
POST,19,3,2016,11,21,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,20,OS,,,,,,,,,,,,,2016-08-22
POST,19,3,2016,15,07,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,1,G+,,AL,,,MMS,,,,,REL ENCL,,,2016-08-19
POST,19,3,2016,15,08,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,2,G+,,AL,,,MMS,,,,,,,,2016-08-19
POST,19,3,2016,15,09,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,3,G+,,AL,,,MMS,,,,,,,,2016-08-19
