RELEASE,DAY,MONTH,YEAR,TIME (HOUR),TIME (MINUTE),AM/PM,FOCAL REFERENCE CODE,OBSERVER 1,OBSERVER 2,WEATHER,TEMP,FOCAL ID,SEX,AGE,ESTRUS,FOCAL PERIOD,FOCAL MINUTE,BEHAVIOUR,BEHAVIOUR 2,ASSOCIATION,FOOD TYPE,FOOD Type 2,POSITION IN CANOPY,Position2,Position3,PLANT SPECIES,PLANT SPECIES SAT ON,G.P.S. Location,,NOteS,Date End
POST,25,4,2016,15,04,PM,430107,KASPER,AMANDA,SU/W,H,KO,F,J,,4,2,L,,,,,G,,,,,,,,2016-11-01
POST,25,4,2016,15,05,PM,430107,KASPER,AMANDA,SU/W,H,KO,F,J,,4,3,FO,,,,,TC1,,,,,,,,2016-11-01
POST,25,4,2016,15,06,PM,430107,KASPER,AMANDA,SU/W,H,KO,F,J,,4,4,L,,,,,G,,,,,,,,2016-11-01
POST,25,4,2016,15,07,PM,430107,KASPER,AMANDA,SU/W,H,KO,F,J,,4,5,L,,,,,LC1,,,,,,,,2016-11-01
POST,25,4,2016,15,08,PM,430107,KASPER,AMANDA,SU/W,H,KO,F,J,,4,6,FO,,,,,G,,,,,,,,2016-11-01
POST,25,4,2016,15,09,PM,430107,KASPER,AMANDA,SU/W,H,KO,F,J,,4,7,V,,,,,MC1,,,,,,,,2016-11-01
POST,25,4,2016,15,10,PM,430107,KASPER,AMANDA,SU/W,H,KO,F,J,,4,8,V,,,,,MC1,,,,,,,,2016-11-01
POST,25,4,2016,15,11,PM,430107,KASPER,AMANDA,SU/W,H,KO,F,J,,4,9,L,,,,,TC1,,,,,,,,2016-11-01
POST,25,4,2016,15,12,PM,430107,KASPER,AMANDA,SU/W,H,KO,F,J,,4,10,V,,,,,MC1,,,,,,,,2016-11-01
POST,25,4,2016,15,13,PM,430107,KASPER,AMANDA,SU/W,H,KO,F,J,,4,11,OS,,,,,,,,,,,,,2016-11-01
POST,25,4,2016,15,14,PM,430107,KASPER,AMANDA,SU/W,H,KO,F,J,,4,12,OS,,,,,,,,,,,,,2016-11-01
POST,25,4,2016,15,15,PM,430107,KASPER,AMANDA,SU/W,H,KO,F,J,,4,13,OS,,,,,,,,,,,,,2016-11-01
POST,25,4,2016,15,16,PM,430107,KASPER,AMANDA,SU/W,H,KO,F,J,,4,14,FE,,,FR,,MC1,,,,,,,,2016-11-01
POST,25,4,2016,15,17,PM,430107,KASPER,AMANDA,SU/W,H,KO,F,J,,4,15,L,,,,,MC1,,,,,,,,2016-11-01
POST,25,4,2016,15,18,PM,430107,KASPER,AMANDA,SU/W,H,KO,F,J,,4,16,V,,,,,LC1,,,,,,,,2016-11-01
POST,25,4,2016,15,19,PM,430107,KASPER,AMANDA,SU/W,H,KO,F,J,,4,17,FO,,,,,LC1,,,,,,,,2016-11-01
POST,25,4,2016,15,20,PM,430107,KASPER,AMANDA,SU/W,H,KO,F,J,,4,18,FO,,,,,G,,,,,,,,2016-11-01
POST,25,4,2016,15,21,PM,430107,KASPER,AMANDA,SU/W,H,KO,F,J,,4,19,OS,,,,,,,,,,,,,2016-11-01
POST,25,4,2016,15,22,PM,430107,KASPER,AMANDA,SU/W,H,KO,F,J,,4,20,OS,,,,,,,,,,,,,2016-11-01
POST,25,4,2016,15,25,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,1,FO,,,,,MC2,,,,0507181 X 8554939,,,,2016-11-01
POST,25,4,2016,15,26,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,2,V,,,,,MC2,,,,,,,,2016-11-01
POST,25,4,2016,15,27,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,3,L,,,,,LC1,,,,,,,,2016-11-01
POST,25,4,2016,15,28,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,4,OS,,,,,,,,,,,,,2016-11-01
POST,25,4,2016,15,29,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,5,OS,,,,,,,,,,,,,2016-11-01
POST,25,4,2016,15,30,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,6,OS,,,,,,,,,,,,,2016-11-01
POST,25,4,2016,15,31,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,7,OS,,,,,,,,,,,,,2016-11-01
POST,25,4,2016,15,32,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,8,OS,,,,,,,,,,,,,2016-11-01
POST,25,4,2016,15,33,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,9,V,,,,,LC1,,,,,,,,2016-11-01
POST,25,4,2016,15,34,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,10,V,,,,,MC1,,,,,,,,2016-11-01
POST,25,4,2016,15,35,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,11,L,,,,,G,,,,,,,,2016-11-01
POST,25,4,2016,15,36,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,12,OS,,,,,,,,,,,,,2016-11-01
POST,25,4,2016,15,37,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,13,OS,,,,,,,,,,,,,2016-11-01
POST,25,4,2016,15,38,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,14,OS,,,,,,,,,,,,,2016-11-01
POST,25,4,2016,15,39,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,15,OS,,,,,,,,,,,,,2016-11-01
POST,25,4,2016,15,40,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,16,OS,,,,,,,,,,,,,2016-11-01
POST,25,4,2016,15,41,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,17,OS,,,,,,,,,,,,,2016-11-01
POST,25,4,2016,15,42,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,18,OS,,,,,,,,,,,,,2016-11-01
POST,25,4,2016,15,43,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,19,OS,,,,,,,,,,,,,2016-11-01
POST,25,4,2016,15,44,PM,430108,KASPER,AMANDA,SU/W,H,MA,F,J,,4,20,FO,,,,,G,,,,,,,,2016-11-01
POST,25,4,2016,15,49,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,1,V,,,,,LC1,,,,0507117 X 8554895,,,,2016-05-26
POST,25,4,2016,15,50,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,2,V,,,,,LC1,,,,,,,,2016-05-26
POST,25,4,2016,15,51,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,3,V,,,,,LC1,,,,,,,,2016-05-26
POST,25,4,2016,15,52,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,4,V,,,,,LC1,,,,,,,,2016-05-26
POST,25,4,2016,15,53,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,5,V,,,,,MC2,,,,,,,,2016-05-26
POST,25,4,2016,15,54,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,6,V,,,,,MC2,,,,,,,,2016-05-26
POST,25,4,2016,15,55,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,7,V,,,,,MC2,,,,,,,,2016-05-26
POST,25,4,2016,15,56,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,8,V,,,,,MC2,,,,,,,,2016-05-26
POST,25,4,2016,15,57,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,9,V,,,,,MC2,,,,,,,,2016-05-26
POST,25,4,2016,15,58,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,10,L,,,,,TC2,,,,,,,,2016-05-26
POST,25,4,2016,15,59,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,11,FE,V,,UK,,TC2,,,,,,,,2016-05-26
POST,25,4,2016,16,00,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,12,V,,,,,TC2,,,,,,,,2016-05-26
POST,25,4,2016,16,01,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,13,V,,,,,TC2,,,,,,,,2016-05-26
POST,25,4,2016,16,02,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,14,V,,,,,TC2,,,,,,,,2016-05-26
POST,25,4,2016,16,03,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,15,FE,V,,FR,,TC2,,,,,,,,2016-05-26
POST,25,4,2016,16,04,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,16,L,,,,,MC2,,,,,,,,2016-05-26
POST,25,4,2016,16,05,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,17,V,,,,,MC1,,,,,,,,2016-05-26
POST,25,4,2016,16,06,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,18,V,,,,,LC1,,,,,,,,2016-05-26
POST,25,4,2016,16,07,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,19,V,,,,,LC1,,,,,,,,2016-05-26
POST,25,4,2016,16,08,PM,430109,KASPER,AMANDA,SU/W,H,JA,M,A,,4,20,V,,,,,LC1,,,,,,,,2016-05-26
POST,25,4,2016,16,12,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,1,V,,,,,LC1,,,,0507085 X 8554893,,,,2016-08-22
POST,25,4,2016,16,13,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,2,R,,,,,LC1,,,,,,,,2016-08-22
POST,25,4,2016,16,14,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,3,V,,,,,LC1,,,,,,,,2016-08-22
POST,25,4,2016,16,15,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,4,V,,,,,LC1,,,,,,,,2016-08-22
POST,25,4,2016,16,16,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,5,V,,,,,LC1,,,,,,,,2016-08-22
POST,25,4,2016,16,17,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,6,V,,,,,LC1,,,,,,,,2016-08-22
POST,25,4,2016,16,18,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,7,V,,,,,LC1,,,,,,,,2016-08-22
POST,25,4,2016,16,19,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,8,V,,,,,LC1,,,,,,,,2016-08-22
POST,25,4,2016,16,20,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,9,V,,,,,LC1,,,,,,,,2016-08-22
POST,25,4,2016,16,21,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,10,V,,,,,MC1,,,,,,,,2016-08-22
POST,25,4,2016,16,22,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,11,V,,,,,MC1,,,,,,,,2016-08-22
POST,25,4,2016,16,23,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,12,V,,,,,MC1,,,,,,,,2016-08-22
POST,25,4,2016,16,24,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,13,V,,,,,MC1,,,,,,,,2016-08-22
POST,25,4,2016,16,25,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,14,FO,,,,,G,,,,,,,,2016-08-22
POST,25,4,2016,16,26,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,15,V,,,,,G,,,,,,,,2016-08-22
POST,25,4,2016,16,27,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,16,V,,,,,LC1,,,,,,,,2016-08-22
POST,25,4,2016,16,28,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,17,V,,,,,LC1,,,,,,,,2016-08-22
POST,25,4,2016,16,29,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,18,V,,,,,LC1,,,,,,,,2016-08-22
POST,25,4,2016,16,30,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,19,V,SC,,,,G,,,,,,,,2016-08-22
POST,25,4,2016,16,31,PM,430110,KASPER,AMANDA,SU,H,MG,M,SA,,4,20,V,,,,,G,,,,,,,,2016-08-22
POST,1,5,2016,6,40,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,1,V,,,,,LC1,,,,0507141 X 8554877,,,,2016-09-25
POST,1,5,2016,6,41,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,2,V,,,,,LC1,,,,,,,,2016-09-25
POST,1,5,2016,6,42,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,3,OS,,,,,,,,,,,,,2016-09-25
POST,1,5,2016,6,43,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,4,V,,,,,MC1,,,,,,,,2016-09-25
POST,1,5,2016,6,44,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,5,V,,,,,MC1,,,,,,,,2016-09-25
POST,1,5,2016,6,45,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,6,V,,,,,MC1,,,,,,,,2016-09-25
POST,1,5,2016,6,46,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,7,V,,,,,MC1,,,,,,,,2016-09-25
POST,1,5,2016,6,47,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,8,V,,,,,MC1,,,,,,,,2016-09-25
POST,1,5,2016,6,48,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,9,V,,,,,MC1,,,,,,,,2016-09-25
POST,1,5,2016,6,49,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,10,V,,,,,MC1,,,,,,,,2016-09-25
POST,1,5,2016,6,50,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,11,V,,,,,MC1,,,,,,,,2016-09-25
POST,1,5,2016,6,51,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,12,V,,,,,MC1,,,,,,,,2016-09-25
POST,1,5,2016,6,52,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,13,L,,,,,LC1,,,,,,,,2016-09-25
POST,1,5,2016,6,53,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,14,L,,,,,G,,,,,,,,2016-09-25
POST,1,5,2016,6,54,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,15,FO,,,,,G,,,,,,,,2016-09-25
POST,1,5,2016,6,55,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,16,FO,,,,,G,,,,,,,,2016-09-25
POST,1,5,2016,6,56,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,17,FO,,,,,G,,,,,,,,2016-09-25
POST,1,5,2016,6,57,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,18,FO,,,,,G,,,,,,,,2016-09-25
POST,1,5,2016,6,58,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,19,FO,,,,,G,,,,,,,,2016-09-25
POST,1,5,2016,6,59,AM,440101,KASPER,DAN,CL,W,BM,F,A,,1,20,FO,,,,,G,,,,,,,,2016-09-25
POST,1,5,2016,7,03,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,1,FO,,,,,G,,,,0507045 X 8554836,,,,2016-11-01
POST,1,5,2016,7,04,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,2,FO,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,7,05,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,3,FE,,,ML,,G,,,,,,,,2016-11-01
POST,1,5,2016,7,06,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,4,FO,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,7,07,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,5,L,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,7,08,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,6,OS,,,,,,,,,,,,,2016-11-01
POST,1,5,2016,7,09,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,7,FO,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,7,10,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,8,L,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,7,11,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,9,V,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,7,12,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,10,FO,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,7,13,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,11,FO,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,7,14,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,12,FO,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,7,15,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,13,FO,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,7,16,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,14,V,,,,,MC1,,,,,,,,2016-11-01
POST,1,5,2016,7,17,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,15,V,,,,,MC1,,,,,,,,2016-11-01
POST,1,5,2016,7,18,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,16,V,,,,,MC1,,,,,,,,2016-11-01
POST,1,5,2016,7,19,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,17,OS,,,,,,,,,,,,,2016-11-01
POST,1,5,2016,7,20,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,18,OS,,,,,,,,,,,,,2016-11-01
POST,1,5,2016,7,21,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,19,OS,,,,,,,,,,,,,2016-11-01
POST,1,5,2016,7,22,AM,440102,KASPER,DAN,CL,W,KO,F,J,,1,20,FO,,,,,TC1,,,,,,,,2016-11-01
POST,1,5,2016,7,26,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,1,FE,,,FR,,TC1,,,,0507070 X 8554789,,,,2016-08-02
POST,1,5,2016,7,27,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,2,FE,,,P,,G,,,,,,,,2016-08-02
POST,1,5,2016,7,28,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,3,FO,,,,,MC1,,,,,,,,2016-08-02
POST,1,5,2016,7,29,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,4,FO,,,,,MC1,,,,,,,,2016-08-02
POST,1,5,2016,7,30,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,5,FE,V,,P,,MC1,,,,,,,,2016-08-02
POST,1,5,2016,7,31,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,6,FE,V,,P,,MC1,,,,,,,,2016-08-02
POST,1,5,2016,7,32,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,7,FE,V,,P,,MC1,,,,,,,,2016-08-02
POST,1,5,2016,7,33,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,8,V,,,,,MC1,,,,,,,,2016-08-02
POST,1,5,2016,7,34,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,9,OS,,,,,,,,,,,,,2016-08-02
POST,1,5,2016,7,35,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,10,OS,,,,,,,,,,,,,2016-08-02
POST,1,5,2016,7,36,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,11,V,,,,,LC1,,,,,,,,2016-08-02
POST,1,5,2016,7,37,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,12,L,,,,,LC1,,,,,,,,2016-08-02
POST,1,5,2016,7,38,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,13,OS,,,,,,,,,,,,,2016-08-02
POST,1,5,2016,7,39,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,14,OS,,,,,,,,,,,,,2016-08-02
POST,1,5,2016,7,40,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,15,FO,,,,,G,,,,,,,,2016-08-02
POST,1,5,2016,7,41,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,16,FO,,,,,G,,,,,,,,2016-08-02
POST,1,5,2016,7,42,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,17,FO,,,,,G,,,,,,,,2016-08-02
POST,1,5,2016,7,43,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,18,FO,,,,,G,,,,,,,,2016-08-02
POST,1,5,2016,7,44,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,19,FO,,,,,G,,,,,,,,2016-08-02
POST,1,5,2016,7,45,AM,440103,KASPER,DAN,SU,W,NE,M,J,,1,20,FO,,,,,G,,,,,,,,2016-08-02
POST,1,5,2016,7,48,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,1,V,,,,,LC1,,,,0507032 X 8554756,,,,2016-11-01
POST,1,5,2016,7,49,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,2,FO,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,7,50,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,3,FO,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,7,51,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,4,FO,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,7,52,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,5,V,,,,,MC1,,,,,,,,2016-11-01
POST,1,5,2016,7,53,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,6,V,,,,,LC1,,,,,,,,2016-11-01
POST,1,5,2016,7,54,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,7,V,,,,,LC1,,,,,,,,2016-11-01
POST,1,5,2016,7,55,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,8,FO,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,7,56,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,9,FO,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,7,57,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,10,FO,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,7,58,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,11,V,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,7,59,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,12,FO,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,8,00,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,13,FO,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,8,01,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,14,FO,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,8,02,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,15,OS,,,,,,,,,,,,,2016-11-01
POST,1,5,2016,8,03,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,16,FO,,,,,NS1,,,,,,,,2016-11-01
POST,1,5,2016,8,04,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,17,V,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,8,05,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,18,FO,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,8,06,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,19,FO,,,,,G,,,,,,,,2016-11-01
POST,1,5,2016,8,07,AM,440104,KASPER,DAN,CL,W,AL,F,A,,1,20,FE,,,I,,G,,,,,,,,2016-11-01
POST,1,5,2016,8,11,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,1,V,,,,,MC1,,,,0507020 X 8554728,,,,2016-11-01
POST,1,5,2016,8,12,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,2,V,,,,,MC1,,,,,,,,2016-11-01
POST,1,5,2016,8,13,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,3,V,,,,,MC1,,,,,,,,2016-11-01
POST,1,5,2016,8,14,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,4,V,,,,,MC1,,,,,,,,2016-11-01
POST,1,5,2016,8,15,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,5,V,,,,,MC1,,,,,,,,2016-11-01
POST,1,5,2016,8,16,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,6,V,,,,,MC1,,,,,,,,2016-11-01
POST,1,5,2016,8,17,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,7,V,,,,,MC1,,,,,,,,2016-11-01
POST,1,5,2016,8,18,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,8,V,,,,,MC1,,,,,,,,2016-11-01
POST,1,5,2016,8,19,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,9,V,,,,,MC1,,,,,,,,2016-11-01
POST,1,5,2016,8,20,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,10,V,,,,,MC1,,,,,,,,2016-11-01
POST,1,5,2016,8,21,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,11,V,,,,,MC1,,,,,,,,2016-11-01
POST,1,5,2016,8,22,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,12,V,,,,,LC1,,,,,,,,2016-11-01
POST,1,5,2016,8,23,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,13,V,,,,,LC1,,,,,,,,2016-11-01
POST,1,5,2016,8,24,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,14,V,,,,,LC1,,,,,,,,2016-11-01
POST,1,5,2016,8,25,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,15,V,,,,,LC1,,,,,,,,2016-11-01
POST,1,5,2016,8,26,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,16,V,,,,,LC1,,,,,,,,2016-11-01
POST,1,5,2016,8,27,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,17,V,,,,,LC1,,,,,,,,2016-11-01
POST,1,5,2016,8,28,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,18,L,,,,,LC1,,,,,,,,2016-11-01
POST,1,5,2016,8,29,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,19,OS,,,,,,,,,,,,,2016-11-01
POST,1,5,2016,8,30,AM,440105,KASPER,DAN,CL,W,BL,F,A,,1,20,OS,,,,,,,,,,,,,2016-11-01
POST,1,5,2016,8,35,AM,440106,KASPER,DAN,CL,W,TI,F,A,,1,1,FO,,,,,TC1,,,,0506423 X 8554654,,,,2016-08-23
POST,1,5,2016,8,36,AM,440106,KASPER,DAN,CL,W,TI,F,A,,1,2,FO,,,,,G,,,,,,,,2016-08-23
POST,1,5,2016,8,37,AM,440106,KASPER,DAN,CL,W,TI,F,A,,1,3,FO,,,,,G,,,,,,,,2016-08-23
POST,1,5,2016,8,38,AM,440106,KASPER,DAN,CL,W,TI,F,A,,1,4,L,,,,,NS1,,,,,,,,2016-08-23
POST,1,5,2016,8,39,AM,440106,KASPER,DAN,CL,W,TI,F,A,,1,5,FO,,,,,NS1,,,,,,,,2016-08-23
POST,1,5,2016,8,40,AM,440106,KASPER,DAN,CL,W,TI,F,A,,1,6,FE,,,G,,G,,,,,,,,2016-08-23
POST,1,5,2016,8,41,AM,440106,KASPER,DAN,CL,W,TI,F,A,,1,7,V,,,,,G,,,,,,,,2016-08-23
POST,1,5,2016,8,42,AM,440106,KASPER,DAN,CL,W,TI,F,A,,1,8,FE,,,ML,,G,,,,,,,,2016-08-23
POST,1,5,2016,8,43,AM,440106,KASPER,DAN,CL,W,TI,F,A,,1,9,FO,,,,,G,,,,,,,,2016-08-23
POST,1,5,2016,8,44,AM,440106,KASPER,DAN,CL,W,TI,F,A,,1,10,V,,,,,LC1,,,,,,,,2016-08-23
POST,1,5,2016,8,45,AM,440106,KASPER,DAN,CL,W,TI,F,A,,1,11,L,,,,,G,,,,,,,,2016-08-23
POST,1,5,2016,8,46,AM,440106,KASPER,DAN,CL,W,TI,F,A,,1,12,FO,,,,,G,,,,,,,,2016-08-23
POST,1,5,2016,8,47,AM,440106,KASPER,DAN,CL,W,TI,F,A,,1,13,FE,,,I,,G,,,,,,,,2016-08-23
