obsid,DAY,MONTH,YEAR,date,hour,minute,,time,dayperiod,focal reference,observer1,observer2,weather,temp,FOCAL ID,sex,age,sampleperiod,focalmin,BEHAVIOUR,ASSOCIATION,conflict outcome,G.P.S. Location,,Notes,,,,
5473,28,7,2015,28-Jul-15,6,59,:,6:59,AM,090203,NIKA,,C,W,KO,F,J,1,19,SC,,,,,,,,,
5474,28,7,2015,28-Jul-15,6,59,:,6:59,AM,090203,NIKA,,C,W,KO,F,J,1,19,AH,,,,,,,,,
5475,28,7,2015,28-Jul-15,7,25,:,7:25,AM,090204,NIKA,CHIFUNDO,C,W,TI,F,A,1,2,SC,,,,,,,,,
5476,28,7,2015,28-Jul-15,7,25,:,7:25,AM,090204,NIKA,CHIFUNDO,C,W,TI,F,A,1,2,SG,,,,,,,,,
5477,28,7,2015,28-Jul-15,7,25,:,7:25,AM,090204,NIKA,CHIFUNDO,C,W,TI,F,A,1,7,PL,I,,,,PLAYING WITH 2 INFANTS AT THE SAME TIME,,,,
5478,28,7,2015,28-Jul-15,7,25,:,7:25,AM,090204,NIKA,CHIFUNDO,C,W,TI,F,A,1,8,PL,I,,,,PLAYING WITH 2 INFANTS AT THE SAME TIME,,,,
5479,28,7,2015,28-Jul-15,7,25,:,7:25,AM,090204,NIKA,CHIFUNDO,C,W,TI,F,A,1,8,SC,,,,,,,,,
5480,28,7,2015,28-Jul-15,7,25,:,7:25,AM,090204,NIKA,CHIFUNDO,C,W,TI,F,A,1,10,SC,,,,,,,,,
5481,28,7,2015,28-Jul-15,7,25,:,7:25,AM,090204,NIKA,CHIFUNDO,C,W,TI,F,A,1,12,SC,,,,,,,,,
5482,28,7,2015,28-Jul-15,7,25,:,7:25,AM,090204,NIKA,CHIFUNDO,C,W,TI,F,A,1,17,MP-,MG,2,,,,,,,
5483,28,7,2015,28-Jul-15,8,4,:,8:4,AM,090205,NIKA,CHIFUNDO,C,W,MA,F,J,1,0,SC,,,,,,,,,
5484,28,7,2015,28-Jul-15,8,4,:,8:4,AM,090205,NIKA,CHIFUNDO,C,W,MA,F,J,1,7,SC,,,,,,,,,
5485,28,7,2015,28-Jul-15,8,4,:,8:4,AM,090205,NIKA,CHIFUNDO,C,W,MA,F,J,1,8,SC,,,,,,,,,
5486,28,7,2015,28-Jul-15,8,4,:,8:4,AM,090205,NIKA,CHIFUNDO,C,W,MA,F,J,1,11,MP-,BL,2,,,,,,,
5487,28,7,2015,28-Jul-15,8,4,:,8:4,AM,090205,NIKA,CHIFUNDO,C,W,MA,F,J,1,13,SC,,,,,,,,,
5488,28,7,2015,28-Jul-15,8,4,:,8:4,AM,090205,NIKA,CHIFUNDO,C,W,MA,F,J,1,17,SC,,,,,,,,,
5489,28,7,2015,28-Jul-15,8,4,:,8:4,AM,090205,NIKA,CHIFUNDO,C,W,MA,F,J,1,18,SC,,,,,,,,,
5490,28,7,2015,28-Jul-15,8,4,:,8:4,AM,090205,NIKA,CHIFUNDO,C,W,MA,F,J,1,19,SC,,,,,,,,,
5491,28,7,2015,28-Jul-15,8,30,:,8:30,AM,090206,NIKA,CHIFUNDO,C,W,TO,F,A,1,0,SC,,,,,,,,,
5492,28,7,2015,28-Jul-15,8,30,:,8:30,AM,090206,NIKA,CHIFUNDO,C,W,TO,F,A,1,1,SC,,,,,,,,,
5493,28,7,2015,28-Jul-15,8,30,:,8:30,AM,090206,NIKA,CHIFUNDO,C,W,TO,F,A,1,2,SC,,,,,,,,,
5494,28,7,2015,28-Jul-15,8,30,:,8:30,AM,090206,NIKA,CHIFUNDO,C,W,TO,F,A,1,3,SC,,,,,,,,,
5495,28,7,2015,28-Jul-15,8,30,:,8:30,AM,090206,NIKA,CHIFUNDO,C,W,TO,F,A,1,3,SG,,,,,,,,,
5496,28,7,2015,28-Jul-15,8,30,:,8:30,AM,090206,NIKA,CHIFUNDO,C,W,TO,F,A,1,4,SG,,,,,,,,,
5497,28,7,2015,28-Jul-15,8,30,:,8:30,AM,090206,NIKA,CHIFUNDO,C,W,TO,F,A,1,5,SC,,,,,,,,,
5498,28,7,2015,28-Jul-15,8,30,:,8:30,AM,090206,NIKA,CHIFUNDO,C,W,TO,F,A,1,15,SC,,,,,,,,,
5499,28,7,2015,28-Jul-15,12,11,:,12:11,PM,090207,CHIFUNDO,NIKA,SU/W,H,BA,M,SA,3,1,SC,,,,,,,,,
5500,28,7,2015,28-Jul-15,12,11,:,12:11,PM,090207,CHIFUNDO,NIKA,SU/W,H,BA,M,SA,3,9,SC,,,,,,,,,
5501,28,7,2015,28-Jul-15,12,11,:,12:11,PM,090207,CHIFUNDO,NIKA,SU/W,H,BA,M,SA,3,9,SG,,,,,,,,,
5502,28,7,2015,28-Jul-15,12,11,:,12:11,PM,090207,CHIFUNDO,NIKA,SU/W,H,BA,M,SA,3,9,SC,,,,,,,,,
5503,28,7,2015,28-Jul-15,12,11,:,12:11,PM,090207,CHIFUNDO,NIKA,SU/W,H,BA,M,SA,3,13,YA,,,,,,,,,
5504,28,7,2015,28-Jul-15,12,11,:,12:11,PM,090207,CHIFUNDO,NIKA,SU/W,H,BA,M,SA,3,14,MP-,JA,2,,,,,,,
5505,28,7,2015,28-Jul-15,12,11,:,12:11,PM,090207,CHIFUNDO,NIKA,SU/W,H,BA,M,SA,3,15,YA,,,,,,,,,
5506,28,7,2015,28-Jul-15,12,11,:,12:11,PM,090207,CHIFUNDO,NIKA,SU/W,H,BA,M,SA,3,15,YA,,,,,,,,,
5507,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,0,G-,MG,,,,,,,,
5508,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,1,G-,MG,,,,,,,,
5509,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,2,G-,MG,,,,,,,,
5510,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,2,SC,,,,,,,,,
5511,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,3,G-,MG,,,,,,,,
5512,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,4,G-,MG,,,,,,,,
5513,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,5,G-,MG,,,,,,,,
5514,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,6,G-,MG,,,,,,,,
5515,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,7,G-,MG,,,,,,,,
5516,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,8,G-,MG,,,,,,,,
5517,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,9,G-,MG,,,,,,,,
5518,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,10,G-,MG,,,,,,,,
5519,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,11,G-,MG,,,,,,,,
5520,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,12,G-,MG,,,,,,,,
5521,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,13,G-,MG,,,,,,,,
5522,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,14,G-,MG,,,,,,,,
5523,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,15,G-,MG,,,,,,,,
5524,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,16,G-,MG,,,,,,,,
5525,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,17,G-,MG,,,,,,,,
5526,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,18,G-,MG,,,,,,,,
5527,28,7,2015,28-Jul-15,12,38,:,12:38,PM,090208,CHIFUNDO,NIKA,SU/W,H,ED,F,J,3,19,G-,MG,,,,,,,,
5528,28,7,2015,28-Jul-15,1,4,:,1:4,PM,090209,CHIFUNDO,NIKA,SU/W,H,PO,M,A,3,4,SC,,,,,,,,,
5529,28,7,2015,28-Jul-15,1,4,:,1:4,PM,090209,CHIFUNDO,NIKA,SU/W,H,PO,M,A,3,7,SC,,,,,,,,,
5530,28,7,2015,28-Jul-15,1,4,:,1:4,PM,090209,CHIFUNDO,NIKA,SU/W,H,PO,M,A,3,9,SC,,,,,,,,,
5531,28,7,2015,28-Jul-15,1,33,:,1:33,PM,090210,CHIFUNDO,NIKA,SU/W,H,BO,F,J,3,5,YA,,,,,,,,,
5532,28,7,2015,28-Jul-15,1,33,:,1:33,PM,090210,CHIFUNDO,NIKA,SU/W,H,BO,F,J,3,15,SC,,,,,,,,,
5533,28,7,2015,28-Jul-15,2,5,:,2:5,PM,090211,CHIFUNDO,NIKA,SU/W,H,ZI,M,A,3,1,SC,,,,,,,,,
5534,28,7,2015,28-Jul-15,2,5,:,2:5,PM,090211,CHIFUNDO,NIKA,SU/W,H,ZI,M,A,3,13,MP+,TI,1,,,,,,,
5535,28,7,2015,28-Jul-15,2,5,:,2:5,PM,090211,CHIFUNDO,NIKA,SU/W,H,ZI,M,A,3,14,G+,TI,,,,,,,,
5536,28,7,2015,28-Jul-15,2,5,:,2:5,PM,090211,CHIFUNDO,NIKA,SU/W,H,ZI,M,A,3,15,G+,TI,,,,,,,,
5537,28,7,2015,28-Jul-15,2,5,:,2:5,PM,090211,CHIFUNDO,NIKA,SU/W,H,ZI,M,A,3,16,G+,TI,,,,,,,,
5538,28,7,2015,28-Jul-15,2,5,:,2:5,PM,090211,CHIFUNDO,NIKA,SU/W,H,ZI,M,A,3,16,MP+,TI,1,,,,,,,
5539,28,7,2015,28-Jul-15,2,5,:,2:5,PM,090211,CHIFUNDO,NIKA,SU/W,H,ZI,M,A,3,17,SC,,,,,,,,,
5540,28,7,2015,28-Jul-15,2,37,:,2:37,PM,090212,CHIFUNDO,NIKA,C/W,H,AU,F,A,3,0,MP+,TI,1,,,,,,,
5541,28,7,2015,28-Jul-15,2,37,:,2:37,PM,090212,CHIFUNDO,NIKA,C/W,H,AU,F,A,3,6,SC,,,,,,,,,
5542,28,7,2015,28-Jul-15,2,37,:,2:37,PM,090212,CHIFUNDO,NIKA,C/W,H,AU,F,A,3,9,G-,BO,,,,,,,,
5543,28,7,2015,28-Jul-15,2,37,:,2:37,PM,090212,CHIFUNDO,NIKA,C/W,H,AU,F,A,3,10,G-,BO,,,,,,,,
5544,28,7,2015,28-Jul-15,2,37,:,2:37,PM,090212,CHIFUNDO,NIKA,C/W,H,AU,F,A,3,11,G-,BO,,,,,,,,
5545,28,7,2015,28-Jul-15,2,37,:,2:37,PM,090212,CHIFUNDO,NIKA,C/W,H,AU,F,A,3,12,G-,BO,,,,,,,,
5546,28,7,2015,28-Jul-15,2,37,:,2:37,PM,090212,CHIFUNDO,NIKA,C/W,H,AU,F,A,3,13,SG,,,,,,,,,
5547,28,7,2015,28-Jul-15,2,37,:,2:37,PM,090212,CHIFUNDO,NIKA,C/W,H,AU,F,A,3,14,SG,,,,,,,,,
5548,28,7,2015,28-Jul-15,2,37,:,2:37,PM,090212,CHIFUNDO,NIKA,C/W,H,AU,F,A,3,17,YA,,,,,,,,,
5549,29,7,2015,29-Jul-15,6,7,:,6:7,AM,090301,NIKA,CHIFUNDO,SU,C,BT,M,A,1,13,SC,,,,,,,,,
5550,29,7,2015,29-Jul-15,6,7,:,6:7,AM,090301,NIKA,CHIFUNDO,SU,C,BT,M,A,1,18,SG,,,,,,,,,
5551,29,7,2015,29-Jul-15,6,7,:,6:7,AM,090301,NIKA,CHIFUNDO,SU,C,BT,M,A,1,18,SC,,,,,,,,,
5552,29,7,2015,29-Jul-15,6,7,:,6:7,AM,090301,NIKA,CHIFUNDO,SU,C,BT,M,A,1,19,SG,,,,,,,,,
5553,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,0,G-,I,,,,I = INFANT,,,,
5554,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,1,G-,I,,,,I = INFANT,,,,
5555,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,1,G+,TO,,,,,,,,
5556,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,1,G+,TO,,,,,,,,
5557,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,2,G-,TO,,,,,,,,
5558,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,2,G+,TO,,,,,,,,
5559,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,3,G+,TO,,,,,,,,
5560,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,3,SC,,,,,,,,,
5561,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,4,G+,TO,,,,,,,,
5562,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,5,G+,TO,,,,,,,,
5563,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,6,G+,TO,,,,,,,,
5564,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,7,G+,TO,,,,,,,,
5565,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,8,G+,TO,,,,,,,,
5566,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,8,SC,,,,,,,,,
5567,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,8,G-,TO,,,,,,,,
5568,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,9,G-,TO,,,,,,,,
5569,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,10,G-,TO,,,,,,,,
5570,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,11,G-,TO,,,,,,,,
5571,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,11,G+,TO,,,,,,,,
5572,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,12,G+,TO,,,,,,,,
5573,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,12,G-,I,,,,"I = INFANT. AS SHE WAS NURSING AL WAS GROOMING THE INFANT, WHILE BEING GROOMED BY TO HERSELF",,,,
5574,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,13,G+,TO,,,,,,,,
5575,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,14,G+,TO,,,,,,,,
5576,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,15,SC,,,,,,,,,
5577,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,15,G-,TO,,,,,,,,
5578,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,16,G-,TO,,,,,,,,
5579,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,17,SC,,,,,,,,,
5580,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,17,G+,MA,,,,BEING GROOMED BY BOTH MA AND BM AT THE SAME TIME,,,,
5581,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,17,G+,BM,,,,BEING GROOMED BY BOTH MA AND BM AT THE SAME TIME,,,,
5582,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,18,G+,MA,,,,BEING GROOMED BY BOTH MA AND BM AT THE SAME TIME,,,,
5583,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,18,G+,BM,,,,BEING GROOMED BY BOTH MA AND BM AT THE SAME TIME,,,,
5584,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,19,G+,MA,,,,BEING GROOMED BY BOTH MA AND BM AT THE SAME TIME,,,,
5585,29,7,2015,29-Jul-15,6,37,:,6:37,AM,090302,NIKA,CHIFUNDO,SU,C,AL,F,A,1,19,G+,BM,,,,BEING GROOMED BY BOTH MA AND BM AT THE SAME TIME,,,,
5586,29,7,2015,29-Jul-15,7,3,:,7:3,AM,090303,NIKA,CHIFUNDO,SU,W,NE,M,J,1,0,PL,I,,,,I = INFANT,,,,
5587,29,7,2015,29-Jul-15,7,3,:,7:3,AM,090303,NIKA,CHIFUNDO,SU,W,NE,M,J,1,0,PL,KO,,,,PLAYING WITH INFANT AND KO AT THE SAME TIME,,,,
5588,29,7,2015,29-Jul-15,7,3,:,7:3,AM,090303,NIKA,CHIFUNDO,SU,W,NE,M,J,1,0,PL,I,,,,PLAYING WITH INFANT AND KO AT THE SAME TIME,,,,
5589,29,7,2015,29-Jul-15,7,3,:,7:3,AM,090303,NIKA,CHIFUNDO,SU,W,NE,M,J,1,1,PL,KO,,,,PLAYING WITH INFANT AND KO AT THE SAME TIME,,,,
5590,29,7,2015,29-Jul-15,7,3,:,7:3,AM,090303,NIKA,CHIFUNDO,SU,W,NE,M,J,1,1,PL,I,,,,PLAYING WITH INFANT AND KO AT THE SAME TIME,,,,
5591,29,7,2015,29-Jul-15,7,3,:,7:3,AM,090303,NIKA,CHIFUNDO,SU,W,NE,M,J,1,2,PL,I,,,,I = INFANT,,,,
5592,29,7,2015,29-Jul-15,7,3,:,7:3,AM,090303,NIKA,CHIFUNDO,SU,W,NE,M,J,1,3,PL,I,,,,I = INFANT,,,,
5593,29,7,2015,29-Jul-15,7,3,:,7:3,AM,090303,NIKA,CHIFUNDO,SU,W,NE,M,J,1,4,PL,I,,,,I = INFANT,,,,
5594,29,7,2015,29-Jul-15,7,3,:,7:3,AM,090303,NIKA,CHIFUNDO,SU,W,NE,M,J,1,5,PL,I,,,,I = INFANT,,,,
5595,29,7,2015,29-Jul-15,7,3,:,7:3,AM,090303,NIKA,CHIFUNDO,SU,W,NE,M,J,1,6,PL,I,,,,I = INFANT,,,,
5596,29,7,2015,29-Jul-15,7,3,:,7:3,AM,090303,NIKA,CHIFUNDO,SU,W,NE,M,J,1,7,PL,I,,,,I = INFANT,,,,
5597,29,7,2015,29-Jul-15,7,3,:,7:3,AM,090303,NIKA,CHIFUNDO,SU,W,NE,M,J,1,8,PL,I,,,,I = INFANT,,,,
5598,29,7,2015,29-Jul-15,7,3,:,7:3,AM,090303,NIKA,CHIFUNDO,SU,W,NE,M,J,1,12,PL,I,,,,I = INFANT,,,,
5599,29,7,2015,29-Jul-15,7,3,:,7:3,AM,090303,NIKA,CHIFUNDO,SU,W,NE,M,J,1,13,PL,I,,,,I = INFANT,,,,
5600,29,7,2015,29-Jul-15,7,3,:,7:3,AM,090303,NIKA,CHIFUNDO,SU,W,NE,M,J,1,14,PL,I,,,,I = INFANT,,,,
5601,29,7,2015,29-Jul-15,7,3,:,7:3,AM,090303,NIKA,CHIFUNDO,SU,W,NE,M,J,1,17,SC,,,,,,,,,
5602,29,7,2015,29-Jul-15,7,3,:,7:3,AM,090303,NIKA,CHIFUNDO,SU,W,NE,M,J,1,17,PL,I,,,,I = INFANT,,,,
5603,29,7,2015,29-Jul-15,7,3,:,7:3,AM,090303,NIKA,CHIFUNDO,SU,W,NE,M,J,1,18,PL,I,,,,I = INFANT,,,,
5604,29,7,2015,29-Jul-15,7,3,:,7:3,AM,090303,NIKA,CHIFUNDO,SU,W,NE,M,J,1,19,PL,I,,,,I = INFANT,,,,
5605,29,7,2015,29-Jul-15,7,30,:,7:30,AM,090304,NIKA,CHIFUNDO,SU,W,BL,F,A,1,5,SC,,,,,,,,,
5606,29,7,2015,29-Jul-15,7,30,:,7:30,AM,090304,NIKA,CHIFUNDO,SU,W,BL,F,A,1,9,SC,,,,,,,,,
5607,29,7,2015,29-Jul-15,7,30,:,7:30,AM,090304,NIKA,CHIFUNDO,SU,W,BL,F,A,1,16,SC,,,,,,,,,
5608,29,7,2015,29-Jul-15,7,30,:,7:30,AM,090304,NIKA,CHIFUNDO,SU,W,BL,F,A,1,17,MP+,BM,1,,,,,,,
5609,29,7,2015,29-Jul-15,7,30,:,7:30,AM,090304,NIKA,CHIFUNDO,SU,W,BL,F,A,1,17,MP+,KO,1,,,,,,,
5610,29,7,2015,29-Jul-15,7,30,:,7:30,AM,090304,NIKA,CHIFUNDO,SU,W,BL,F,A,1,18,SC,,,,,,,,,
5611,29,7,2015,29-Jul-15,8,17,:,8:17,AM,090305,NIKA,CHIFUNDO,SU,W,JA,M,SA,1,0,PL,MG,,,,,,,,
5612,29,7,2015,29-Jul-15,8,17,:,8:17,AM,090305,NIKA,CHIFUNDO,SU,W,JA,M,SA,1,1,PL,MG,,,,,,,,
5613,29,7,2015,29-Jul-15,8,17,:,8:17,AM,090305,NIKA,CHIFUNDO,SU,W,JA,M,SA,1,2,PL,MG,,,,,,,,
5614,29,7,2015,29-Jul-15,8,17,:,8:17,AM,090305,NIKA,CHIFUNDO,SU,W,JA,M,SA,1,3,PL,MG,,,,,,,,
5615,29,7,2015,29-Jul-15,8,17,:,8:17,AM,090305,NIKA,CHIFUNDO,SU,W,JA,M,SA,1,4,PL,MG,,,,,,,,
5616,29,7,2015,29-Jul-15,8,17,:,8:17,AM,090305,NIKA,CHIFUNDO,SU,W,JA,M,SA,1,5,PL,MG,,,,,,,,
5617,29,7,2015,29-Jul-15,8,40,:,8:40,AM,090306,NIKA,CHIFUNDO,SU,W,AM,F,A,1,8,SC,,,,,,,,,
5618,29,7,2015,29-Jul-15,8,40,:,8:40,AM,090306,NIKA,CHIFUNDO,SU,W,AM,F,A,1,8,SC,,,,,,,,,
5619,29,7,2015,29-Jul-15,8,40,:,8:40,AM,090306,NIKA,CHIFUNDO,SU,W,AM,F,A,1,9,G-,BO,,,,,,,,
5620,29,7,2015,29-Jul-15,8,40,:,8:40,AM,090306,NIKA,CHIFUNDO,SU,W,AM,F,A,1,11,G+,AL,,,,,,,,
5621,29,7,2015,29-Jul-15,8,40,:,8:40,AM,090306,NIKA,CHIFUNDO,SU,W,AM,F,A,1,12,G+,AL,,,,,,,,
5622,29,7,2015,29-Jul-15,8,40,:,8:40,AM,090306,NIKA,CHIFUNDO,SU,W,AM,F,A,1,12,SC,,,,,,,,,
5623,29,7,2015,29-Jul-15,8,40,:,8:40,AM,090306,NIKA,CHIFUNDO,SU,W,AM,F,A,1,15,SC,,,,,,,,,
5624,29,7,2015,29-Jul-15,8,40,:,8:40,AM,090306,NIKA,CHIFUNDO,SU,W,AM,F,A,1,16,SC,,,,,,,,,
5625,29,7,2015,29-Jul-15,8,40,:,8:40,AM,090306,NIKA,CHIFUNDO,SU,W,AM,F,A,1,18,SC,,,,,,,,,
5626,29,7,2015,29-Jul-15,8,40,:,8:40,AM,090306,NIKA,CHIFUNDO,SU,W,AM,F,A,1,19,SC,,,,,,,,,
5627,29,7,2015,29-Jul-15,8,40,:,8:40,AM,090306,NIKA,CHIFUNDO,SU,W,AM,F,A,1,19,SC,,,,,,,,,
5628,29,7,2015,29-Jul-15,12,0,:,12:0,PM,090307,CHIFUNDO,CHIFUNDO,SU/W,H,MA,F,J,3,2,G+,ED,,,,,,,,
5629,29,7,2015,29-Jul-15,12,0,:,12:0,PM,090307,CHIFUNDO,CHIFUNDO,SU/W,H,MA,F,J,3,2,PL,I,,,,I = INFANT,,,,
5630,29,7,2015,29-Jul-15,12,0,:,12:0,PM,090307,CHIFUNDO,CHIFUNDO,SU/W,H,MA,F,J,3,3,PL,I,,,,I = INFANT,,,,
5631,29,7,2015,29-Jul-15,12,0,:,12:0,PM,090307,CHIFUNDO,CHIFUNDO,SU/W,H,MA,F,J,3,3,PL,ED,,,,,,,,
5632,29,7,2015,29-Jul-15,12,0,:,12:0,PM,090307,CHIFUNDO,CHIFUNDO,SU/W,H,MA,F,J,3,3,PL,I,,,,"I = INAFNT, PLAYING WITH INFANT AND ED AT THE SAME TIME",,,,
5633,29,7,2015,29-Jul-15,12,0,:,12:0,PM,090307,CHIFUNDO,CHIFUNDO,SU/W,H,MA,F,J,3,3,PL,ED,,,,PLAYING WITH INFANT AND ED AT THE SAME TIME,,,,
5634,29,7,2015,29-Jul-15,12,0,:,12:0,PM,090307,CHIFUNDO,CHIFUNDO,SU/W,H,MA,F,J,3,4,PL,I,,,,I = INFANT,,,,
5635,29,7,2015,29-Jul-15,12,0,:,12:0,PM,090307,CHIFUNDO,CHIFUNDO,SU/W,H,MA,F,J,3,4,PL,I,,,,"I = INAFNT, PLAYING WITH INFANT AND ED AT THE SAME TIME",,,,
5636,29,7,2015,29-Jul-15,12,0,:,12:0,PM,090307,CHIFUNDO,CHIFUNDO,SU/W,H,MA,F,J,3,4,PL,ED,,,,PLAYING WITH INFANT AND ED AT THE SAME TIME,,,,
5637,29,7,2015,29-Jul-15,12,0,:,12:0,PM,090307,CHIFUNDO,CHIFUNDO,SU/W,H,MA,F,J,3,4,PL,ED,,,,,,,,
5638,29,7,2015,29-Jul-15,12,0,:,12:0,PM,090307,CHIFUNDO,CHIFUNDO,SU/W,H,MA,F,J,3,5,PL,I,,,,I = INFANT,,,,
5639,29,7,2015,29-Jul-15,12,0,:,12:0,PM,090307,CHIFUNDO,CHIFUNDO,SU/W,H,MA,F,J,3,5,PL,ED,,,,,,,,
5640,29,7,2015,29-Jul-15,12,0,:,12:0,PM,090307,CHIFUNDO,CHIFUNDO,SU/W,H,MA,F,J,3,5,PL,I,,,,I = INFANT,,,,
5641,29,7,2015,29-Jul-15,12,0,:,12:0,PM,090307,CHIFUNDO,CHIFUNDO,SU/W,H,MA,F,J,3,6,PL,I,,,,I = INFANT,,,,
