,DAY,MONTH,YEAR,TIME (HOUR),TIME (MINUTE),AM/PM,FOCAL REFERENCE CODE,OBSERVER 1,OBSERVER 2,WEATHER,TEMP,FOCAL ID,SEX,AGE,ESTRUS,FOCAL PERIOD,FOCAL MINUTE,BEHAVIOUR,ASSOCIATION,CONFLICT OUTCOME,G.P.S. Location,,Notes,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,0,1,0,SC,,,,,,,,,
,1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,0,1,0,SG,,,,,,,,,
,1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,0,1,5,SG,,,,,,,,,
,1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,0,1,6,SC,,,,,,,,,
,1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,0,1,6,SC,,,,,,,,,
,1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,0,1,6,SG,,,,,,,,,
,1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,0,1,7,SC,,,,,,,,,
,1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,0,1,7,SG,,,,,,,,,
,1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,0,1,10,SG,,,,,,,,,
,1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,0,1,11,SC,,,,,,,,,
,1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,0,1,11,SG,,,,,,,,,
,1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,0,1,12,SG,,,,,,,,,
,1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,0,1,16,SG,,,,,,,,,
,1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,0,1,17,SC,,,,,,,,,
,1,6,2015,6,49,AM,010101,NIKA,FLISS,SU,W,PO,M,A,0,1,19,SG,,,,,,,,,
,1,6,2015,7,16,AM,010102,NIKA,FLISS,SU,W,AL,F,A,0,1,3,SG,,,,,,,,,
,1,6,2015,7,16,AM,010102,NIKA,FLISS,SU,W,AL,F,A,0,1,3,SC,,,,,,,,,
,1,6,2015,7,16,AM,010102,NIKA,FLISS,SU,W,AL,F,A,0,1,4,SC,,,,,,,,,
,1,6,2015,7,16,AM,010102,NIKA,FLISS,SU,W,AL,F,A,0,1,5,SC,,,,,,,,,
,1,6,2015,7,47,AM,010103,NIKA,FLISS,SU,W,NY,M,SA,0,1,2,SC,,,,,,,,,
,1,6,2015,7,47,AM,010103,NIKA,FLISS,SU,W,NY,M,SA,0,1,3,MP-,NE,2,,,,,,,
,1,6,2015,7,47,AM,010103,NIKA,FLISS,SU,W,NY,M,SA,0,1,4,SC,,,,,,,,,
,1,6,2015,7,47,AM,010103,NIKA,FLISS,SU,W,NY,M,SA,0,1,7,SC,,,,,,,,,
,1,6,2015,7,47,AM,010103,NIKA,FLISS,SU,W,NY,M,SA,0,1,7,SC,,,,,,,,,
,1,6,2015,7,47,AM,010103,NIKA,FLISS,SU,W,NY,M,SA,0,1,8,SC,,,,,,,,,
,1,6,2015,7,47,AM,010103,NIKA,FLISS,SU,W,NY,M,SA,0,1,9,SC,,,,,,,,,
,1,6,2015,7,47,AM,010103,NIKA,FLISS,SU,W,NY,M,SA,0,1,10,MP-,NE,2,,,,,,,
,1,6,2015,7,47,AM,010103,NIKA,FLISS,SU,W,NY,M,SA,0,1,12,SC,,,,,,,,,
,1,6,2015,7,47,AM,010103,NIKA,FLISS,SU,W,NY,M,SA,0,1,12,MP-,UK,2,,,,,,,
,1,6,2015,7,47,AM,010103,NIKA,FLISS,SU,W,NY,M,SA,0,1,13,AH,,,,,,,,,
,1,6,2015,7,47,AM,010103,NIKA,FLISS,SU,W,NY,M,SA,0,1,14,SG,,,,,,,,,
,1,6,2015,7,47,AM,010103,NIKA,FLISS,SU,W,NY,M,SA,0,1,15,SC,,,,,,,,,
,1,6,2015,7,47,AM,010103,NIKA,FLISS,SU,W,NY,M,SA,0,1,19,SC,,,,,,,,,
,1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,0,3,2,PL,TI,,,,,,,,
,1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,0,3,2,G+,TI,,,,,,,,
,1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,0,3,2,PL,I,,,,UNIDENTIFIED INFANT,,,,
,1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,0,3,3,PL,I,,,,UNIDENTIFIED INFANT,,,,
,1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,0,3,5,PL,I,,,,UNIDENTIFIED INFANT,,,,
,1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,0,3,6,PL,I,,,,UNIDENTIFIED INFANT,,,,
,1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,0,3,6,PL,NE,,,,SHE WAS PLAYING WITH NEVILLE AND INFANT AT THE SAME TIME,,,,
,1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,0,3,7,PL,UK,,,,ASSOCIATION UNKNOWN,,,,
,1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,0,3,8,PL,I,,,,SHE WAS PLAYING WITH NEVILLE AND 2 INFANTS AT THE SAME TIME,,,,
,1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,0,3,8,PL,I,,,,SHE WAS PLAYING WITH NEVILLE AND 2 INFANTS AT THE SAME TIME,,,,
,1,6,2015,12,34,PM,010104,NIKA,FLISS,C,H,KO,F,J,0,3,8,PL,NE,,,,SHE WAS PLAYING WITH NEVILLE AND 2 INFANTS AT THE SAME TIME,,,,
,1,6,2015,1,32,PM,010105,NIKA,FLISS,SU,H,MG,M,SA,0,3,0,SC,,,,,,,,,
,1,6,2015,1,32,PM,010105,NIKA,FLISS,SU,H,MG,M,SA,0,3,2,SC,,,,,,,,,
,1,6,2015,1,32,PM,010105,NIKA,FLISS,SU,H,MG,M,SA,0,3,3,SC,,,,,,,,,
,1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,0,3,3,SC,,,,,,,,,
,1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,0,3,3,PL,UK,,,,,,,,
,1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,0,3,4,PL,UK,,,,,,,,
,1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,0,3,4,G-,UK,,,,,,,,
,1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,0,3,5,G-,UK,,,,,,,,
,1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,0,3,6,G+,MA,,,,,,,,
,1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,0,3,7,G-,MA,,,,,,,,
,1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,0,3,8,G-,MA,,,,,,,,
,1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,0,3,9,MP-,AU,2,,,,,,,
,1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,0,3,9,G-,MA,,,,,,,,
,1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,0,3,9,PL,NE,,,,,,,,
,1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,0,3,10,PL,NE,,,,,,,,
,1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,0,3,11,SC,,,,,,,,,
,1,6,2015,2,4,PM,010106,NIKA,FLISS,C,H,ED,F,J,0,3,17,SC,,,,,,,,,
,2,6,2015,6,15,AM,010201,NIKA,FLISS,SU,H,ZI,M,A,0,1,1,SG,,,,,,,,,
,2,6,2015,6,15,AM,010201,NIKA,FLISS,SU,H,ZI,M,A,0,1,2,SG,,,,,,,,,
,2,6,2015,6,15,AM,010201,NIKA,FLISS,SU,H,ZI,M,A,0,1,3,SG,,,,,,,,,
,2,6,2015,6,15,AM,010201,NIKA,FLISS,SU,H,ZI,M,A,0,1,6,SG,,,,,,,,,
,2,6,2015,6,15,AM,010201,NIKA,FLISS,SU,H,ZI,M,A,0,1,6,SC,,,,,,,,,
,2,6,2015,6,47,AM,010202,NIKA,JESSE,SU,C,BL,F,A,0,1,19,SC,,,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,0,SG,,,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,1,SC,,,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,1,TH+,ZI,1,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,1,SC,,,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,3,SG,,,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,3,SC,,,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,3,SC,,,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,5,SC,,,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,6,SG,,,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,6,SC,,,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,7,SG,,,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,8,SG,,,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,8,SC,,,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,9,SG,,,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,9,SC,,,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,10,TH+,ZI,1,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,11,SC,,,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,11,MP+,ZI,1,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,11,MP+,ZI,1,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,12,TH+,ZI,1,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,12,MP-,ZI,1,,,,,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,13,TH-,ZI,2,,,POPS AND BLUE CAME TO THE TREE AND BACKED UP ZIP (THEY WERE ALL THREATENING HIM),,,,
,2,6,2015,7,8,AM,010203,NIKA,JESSE,SU,C,BT,M,A,0,1,14,TH-,ZI,2,,,,,,,
,2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,0,3,0,G+,MG,,,,,,,,
,2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,0,3,1,G+,MG,,,,,,,,
,2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,0,3,1,SC,,,,,,,,,
,2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,0,3,2,G+,MG,,,,,,,,
,2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,0,3,3,SC,,,,,,,,,
,2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,0,3,3,G-,BL,,,,,,,,
,2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,0,3,4,G-,BL,,,,,,,,
,2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,0,3,5,G-,BL,,,,,,,,
,2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,0,3,6,G-,BL,,,,,,,,
,2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,0,3,7,G-,BL,,,,,,,,
,2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,0,3,8,G-,BL,,,,,,,,
,2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,0,3,9,G-,BL,,,,,,,,
,2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,0,3,10,G-,BL,,,,,,,,
,2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,0,3,11,G-,BL,,,,,,,,
,2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,0,3,12,G-,BL,,,,,,,,
,2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,0,3,13,G-,BL,,,,,,,,
,2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,0,3,14,SG,,,,,,,,,
,2,6,2015,12,33,PM,010204,NIKA,FLISS,SU,H,AL,F,A,0,3,15,G-,NY,,,,,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,0,PL,NY,,,,,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,1,SC,,,,,,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,2,SC,,,,,,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,2,SC,,,,,,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,2,PL,NY,,,,,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,3,PL,NY,,,,,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,4,PL,NY,,,,,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,5,PL,NY,,,,,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,6,PL,NY,,,,,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,8,SC,,,,,,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,8,SC,,,,,,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,10,PL,UK,,,,,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,11,PL,UK,,,,,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,12,PL,UK,,,,,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,13,PL,I,,,,PLAYING WITH INFANT,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,13,PL,MA,,,,WAS ALSO PLAYING WITH AN INFANT,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,13,PL,I,,,,ALSO PLAYING WITH MA AT THE SAME TIME,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,14,SC,,,,,,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,14,PL,MA,,,,WAS ALSO PLAYING WITH AN INFANT,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,14,PL,I,,,,PLAYING WITH MA AND INFANT AT THE SAME TIME,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,15,PL,MA,,,,,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,16,SC,,,,,,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,17,PL,MA,,,,WAS ALSO PLAYING WITH AN INFANT,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,17,PL,I,,,,PLAYING WITH MA AT THE SAME TIME,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,18,PL,I,,,,PLAYING WITH INFANT,,,,
,2,6,2015,1,0,PM,010205,NIKA,FLISS,SU,H,NE,M,J,0,3,19,PL,I,,,,PLAYING WITH INFANT,,,,
,2,6,2015,1,34,PM,010206,NIKA,FLISS,SU,H,AU,F,A,0,3,7,SC,,,,,,,,,
,3,6,2015,6,14,AM,010301,NIKA,FLISS,C,C,ED,F,J,0,1,3,SG,,,,,,,,,
,3,6,2015,6,14,AM,010301,NIKA,FLISS,C,C,ED,F,J,0,1,3,SC,,,,,,,,,
,3,6,2015,6,14,AM,010301,NIKA,FLISS,C,C,ED,F,J,0,1,3,PL,I,,,,I = INFANT,,,,
,3,6,2015,6,14,AM,010301,NIKA,FLISS,C,C,ED,F,J,0,1,4,PL,I,,,,I = INFANT,,,,
,3,6,2015,6,14,AM,010301,NIKA,FLISS,C,C,ED,F,J,0,1,4,SC,,,,,,,,,
,3,6,2015,6,14,AM,010301,NIKA,FLISS,C,C,ED,F,J,0,1,5,SC,,,,,,,,,
,3,6,2015,6,44,AM,010302,NIKA,FLISS,C,C,NE,M,J,0,1,8,MP-,BA,2,,,,,,,
,3,6,2015,6,44,AM,010302,NIKA,FLISS,C,C,NE,M,J,0,1,9,SC,,,,,,,,,
,3,6,2015,6,44,AM,010302,NIKA,FLISS,C,C,NE,M,J,0,1,9,SC,,,,,,,,,
,3,6,2015,6,44,AM,010302,NIKA,FLISS,C,C,NE,M,J,0,1,10,SC,,,,,,,,,
,3,6,2015,6,44,AM,010302,NIKA,FLISS,C,C,NE,M,J,0,1,12,SC,,,,,,,,,
,3,6,2015,6,44,AM,010302,NIKA,FLISS,C,C,NE,M,J,0,1,13,SC,,,,,,,,,
,3,6,2015,6,44,AM,010302,NIKA,FLISS,C,C,NE,M,J,0,1,14,SC,,,,,,,,,
,3,6,2015,6,44,AM,010302,NIKA,FLISS,C,C,NE,M,J,0,1,16,SC,,,,,,,,,
,3,6,2015,6,44,AM,010302,NIKA,FLISS,C,C,NE,M,J,0,1,16,SC,,,,,,,,,
,3,6,2015,6,44,AM,010302,NIKA,FLISS,C,C,NE,M,J,0,1,18,G-,BM,,,,,,,,
,3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,J,0,1,1,MP-,AM,2,,,,,,,
,3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,J,0,1,2,SC,,,,,,,,,
,3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,J,0,1,3,SC,,,,,,,,,
,3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,J,0,1,7,SC,,,,,,,,,
,3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,J,0,1,7,SG,,,,,,,,,
,3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,J,0,1,12,MP-,TO,2,,,,,,,
,3,6,2015,7,18,AM,010303,NIKA,FLISS,C,C,BO,F,J,0,1,15,MP-,ZI,2,,,,,,,
,3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,0,3,5,SC,,,,,,,,,
,3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,0,3,5,SC,,,,,,,,,
,3,6,2015,12,4,PM,010304,NIKA,JESSE,C,W,BA,M,SA,0,3,15,SC,,,,,,,,,
,3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,0,3,2,MP+,BO,1,,,,,,,
,3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,0,3,2,SC,,,,,,,,,
,3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,0,3,3,MP-,BL,2,,,,,,,
,3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,0,3,3,SC,,,,,,,,,
,3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,0,3,7,G-,I,,,,I = INFANT,,,,
,3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,0,3,12,SG,,,,,,,,,
,3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,0,3,13,SG,,,,,,,,,
,3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,0,3,14,SG,,,,,,,,,
,3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,0,3,14,G-,I,,,,I = INFANT,,,,
,3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,0,3,15,G-,I,,,,I = INFANT,,,,
,3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,0,3,16,G-,I,,,,I = INFANT,,,,
,3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,0,3,17,SC,,,,,,,,,
,3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,0,3,17,G-,I,,,,I = INFANT,,,,
,3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,0,3,18,G-,I,,,,I = INFANT,,,,
,3,6,2015,12,33,PM,010305,NIKA,JESSE,C,W,TO,F,A,0,3,19,G-,I,,,,I = INFANT,,,,
,3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,0,3,4,MP-,PO,2,,,,,,,
,3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,0,3,5,MP-,UK,2,,,,,,,
,3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,0,3,17,SC,,,,,,,,,
,3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,0,3,17,SC,,,,,,,,,
,3,6,2015,1,4,PM,010306,NIKA,JESSE,C,W,ZI,M,A,0,3,18,SC,,,,,,,,,
,4,6,2015,6,4,AM,010401,NIKA,FLISS,C,C,MA,F,J,0,1,15,G+,TI,,,,,,,,
,4,6,2015,6,4,AM,010401,NIKA,FLISS,C,C,MA,F,J,0,1,16,G+,TI,,,,,,,,
,4,6,2015,6,4,AM,010401,NIKA,FLISS,C,C,MA,F,J,0,1,17,G+,TI,,,,,,,,
,4,6,2015,6,33,AM,010402,NIKA,FLISS,C,C,JA,M,SA,0,1,0,SC,,,,,,,,,
,4,6,2015,6,33,AM,010402,NIKA,FLISS,C,C,JA,M,SA,0,1,3,SC,,,,,,,,,
,4,6,2015,6,33,AM,010402,NIKA,FLISS,C,C,JA,M,SA,0,1,3,SG,,,,,,,,,
,4,6,2015,6,33,AM,010402,NIKA,FLISS,C,C,JA,M,SA,0,1,6,SC,,,,,,,,,
,4,6,2015,6,33,AM,010402,NIKA,FLISS,C,C,JA,M,SA,0,1,18,SC,,,,,,,,,
,4,6,2015,6,33,AM,010402,NIKA,FLISS,C,C,JA,M,SA,0,1,19,SC,,,,,,,,,
,4,6,2015,7,12,AM,010403,NIKA,FLISS,C,C,AM,F,A,0,1,4,SC,,,,,,,,,
,4,6,2015,7,12,AM,010403,NIKA,FLISS,C,C,AM,F,A,0,1,13,G-,OL,,,,,,,,
,4,6,2015,7,12,AM,010403,NIKA,FLISS,C,C,AM,F,A,0,1,14,G-,OL,,,,,,,,
,4,6,2015,7,12,AM,010403,NIKA,FLISS,C,C,AM,F,A,0,1,17,SC,,,,,,,,,
,4,6,2015,7,12,AM,010403,NIKA,FLISS,C,C,AM,F,A,0,1,17,SC,,,,,,,,,
,4,6,2015,7,42,AM,010404,NIKA,FLISS,C,C,OL,M,SA,0,1,5,SC,,,,,,,,,
,4,6,2015,7,42,AM,010404,NIKA,FLISS,C,C,OL,M,SA,0,1,5,PL,NY,,,,,,,,
,4,6,2015,7,42,AM,010404,NIKA,FLISS,C,C,OL,M,SA,0,1,7,PL,NY,,,,,,,,
,4,6,2015,7,42,AM,010404,NIKA,FLISS,C,C,OL,M,SA,0,1,7,SC,,,,,,,,,
,4,6,2015,7,42,AM,010404,NIKA,FLISS,C,C,OL,M,SA,0,1,16,SC,,,,,,,,,
,4,6,2015,7,42,AM,010404,NIKA,FLISS,C,C,OL,M,SA,0,1,17,SC,,,,,,,,,
,4,6,2015,7,42,AM,010404,NIKA,FLISS,C,C,OL,M,SA,0,1,18,SC,,,,,,,,,
,4,6,2015,12,10,PM,010405,NIKA,JESSE,SU,H,BM,F,A,0,3,7,MP-,NY,2,,,,,,,
,4,6,2015,12,10,PM,010405,NIKA,JESSE,SU,H,BM,F,A,0,3,7,SC,,,,,,,,,
,4,6,2015,12,40,PM,010406,NIKA,JESSE,SU,H,TI,F,A,0,3,7,SC,,,,,,,,,
,4,6,2015,1,31,PM,010407,NIKA,JESSE,SU,H,PO,M,A,0,3,6,SC,,,,,,,,,
,4,6,2015,1,31,PM,010407,NIKA,JESSE,SU,H,PO,M,A,0,3,10,TH-,BL,0,,,,,,,
,4,6,2015,1,31,PM,010407,NIKA,JESSE,SU,H,PO,M,A,0,3,10,TH+,BL,0,,,,,,,
,4,6,2015,1,31,PM,010407,NIKA,JESSE,SU,H,PO,M,A,0,3,13,TH-,AL,2,,,,,,,
,4,6,2015,2,2,PM,010408,NIKA,JESSE,SU,H,NY,M,SA,0,3,12,MP-,MG,2,,,WILD VERVET MALE (CASPER) ON SITE. SEE WILDLIFE INTERACTION SHEET,,,,
,4,6,2015,2,2,PM,010408,NIKA,JESSE,SU,H,NY,M,SA,0,3,14,SC,,,,,,,,,
,4,6,2015,2,2,PM,010408,NIKA,JESSE,SU,H,NY,M,SA,0,3,19,SC,,,,,,,,,
,4,6,2015,2,30,PM,010409,NIKA,JESSE,SU,H,BL,F,A,0,3,6,SC,,,,,WILD VERVET MALE (CASPER) ON SITE. SEE WILDLIFE INTERACTION SHEET,,,,
,4,6,2015,2,30,PM,010409,NIKA,JESSE,SU,H,BL,F,A,0,3,8,MP+,MA,1,,,,,,,
,4,6,2015,2,30,PM,010409,NIKA,JESSE,SU,H,BL,F,A,0,3,16,SC,,,,,,,,,
,5,6,2015,6,21,AM,010501,NIKA,FLISS,SU,C,MG,M,SA,0,1,10,MP+,TI,1,,,,,,,
,5,6,2015,6,21,AM,010501,NIKA,FLISS,SU,C,MG,M,SA,0,1,13,SC,,,,,,,,,
,5,6,2015,6,21,AM,010501,NIKA,FLISS,SU,C,MG,M,SA,0,1,17,SC,,,,,,,,,
,5,6,2015,6,21,AM,010501,NIKA,FLISS,SU,C,MG,M,SA,0,1,18,SC,,,,,,,,,
,5,6,2015,6,47,AM,010502,NIKA,FLISS,SU,C,BM,F,A,0,1,4,SC,,,,,,,,,
,5,6,2015,6,47,AM,010502,NIKA,FLISS,SU,C,BM,F,A,0,1,9,G-,NE,,,,,,,,
,5,6,2015,6,47,AM,010502,NIKA,FLISS,SU,C,BM,F,A,0,1,13,YA,,,,,,,,,
,5,6,2015,6,47,AM,010502,NIKA,FLISS,SU,C,BM,F,A,0,1,17,SC,,,,,,,,,
,5,6,2015,6,47,AM,010502,NIKA,FLISS,SU,C,BM,F,A,0,1,17,YA,,,,,,,,,
