DAY,MONTH,YEAR,TIME (HOUR),TIME (MINUTE),AM/PM,FOCAL REFERENCE CODE,OBSERVER 1,OBSERVER 2,WEATHER,TEMP,FOCAL ID,SEX,AGE,ESTRUS,FOCAL PERIOD,FOCAL MINUTE,BEHAVIOUR,ASSOCIATION,CONFLICT OUTCOME,G.P.S. Location,,Notes
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,8,SC,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,11,YA,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,11,YA,,,,,
18,3,2016,9,33,AM,370502,AMANDA,PILIRANI,CL,W,ZI,M,A,,2,11,SC,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,3,SC,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,8,SC,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,14,SC,,,,,
18,3,2016,9,57,AM,370503,AMANDA,PILIRANI,SU,W,JA,M,A,,2,15,SC,,,,,
18,3,2016,10,22,AM,370504,AMANDA,PILIRANI,SU,W,BL,F,A,,2,5,MP+,NE,1,,,
18,3,2016,11,5,AM,370505,AMANDA,PILIRANI,SU,W,PO,M,A,,2,9,SG,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,2,SC,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,2,SC,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,9,A-,RE,0,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,11,SC,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,11,SC,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,11,SG,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,11,PL,,,,,
18,3,2016,11,30,AM,370506,AMANDA,PILIRANI,SU/LR,W,NE,M,J,,2,11,A-,UK,2,,,
18,3,2016,15,6,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,11,SC,,,,,
18,3,2016,15,6,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,13,SC,,,,,
18,3,2016,15,6,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,14,G+,AU,,,,
18,3,2016,15,6,PM,370507,AMANDA,PILIRANI,CL,W,KO,F,J,,4,16,SC,,,,,
18,3,2016,15,41,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,3,SC,,,,,
18,3,2016,15,41,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,5,MP+,AU,1,,,
18,3,2016,15,41,PM,370508,AMANDA,PILIRANI,CL,W,AL,F,A,,4,14,SC,,,,,
19,3,2016,11,2,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,3,MP+,MY,1,,,
19,3,2016,11,2,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,7,SC,,,,,
19,3,2016,11,2,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,8,SC,,,,,
19,3,2016,11,2,AM,370603,AMANDA,PILIRANI,CL,W,MG,M,SA,,2,9,MP-,AM,2,,,
19,3,2016,15,7,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,0,G+,AL,,,,
19,3,2016,15,7,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,1,G+,AL,,,,
19,3,2016,15,7,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,2,G+,AL,,,,
19,3,2016,15,7,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,3,G+,AL,,,,
19,3,2016,15,7,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,3,G+,BM,,,,
19,3,2016,15,7,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,4,G+,BM,,,,
19,3,2016,15,7,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,4,G-,AL,,,,
19,3,2016,15,7,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,5,G+,BM,,,,
19,3,2016,15,7,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,5,G-,AL,,,,
19,3,2016,15,7,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,6,G+,BM,,,,
19,3,2016,15,7,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,6,G-,AL,,,,
19,3,2016,15,7,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,7,G+,BM,,,,
19,3,2016,15,7,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,7,G-,AL,,,,
19,3,2016,15,7,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,8,G-,AL,,,,
19,3,2016,15,7,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,9,G-,AL,,,,
19,3,2016,15,7,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,10,G-,AL,,,,
19,3,2016,15,7,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,11,G+,AL,,,,
19,3,2016,15,7,PM,370604,AMANDA,PILIRANI,SU,W,TO,F,A,,4,18,SC,,,,,
19,3,2016,9,13,AM,370601,AMANDA,PILIRANI,SU,W,BM,F,A,,2,2,SC,,,,,
19,3,2016,16,3,PM,370606,AMANDA,PILIRANI,CL,W,BO,F,A,,4,2,SC,,,,,
19,3,2016,16,3,PM,370606,AMANDA,PILIRANI,CL,W,BO,F,A,,4,6,MP-,AL,2,,,
21,3,2016,10,56,AM,380101,PILIRANI,,CL,W,AU,F,A,,2,4,SC,,,,,
21,3,2016,15,3,PM,380102,PILIRANI,,SU/CL,W,PO,M,A,,4,3,SG,,,,,
21,3,2016,15,3,PM,380102,PILIRANI,,SU/CL,W,PO,M,A,,4,4,SG,,,,,
21,3,2016,15,3,PM,380102,PILIRANI,,SU/CL,W,PO,M,A,,4,6,SC,,,,,
21,3,2016,15,3,PM,380102,PILIRANI,,SU/CL,W,PO,M,A,,4,11,SG,,,,,
21,3,2016,15,27,PM,380103,PILIRANI,,CL,W,TO,F,A,,4,10,SC,,,,,
21,3,2016,15,27,PM,380103,PILIRANI,,CL,W,TO,F,A,,4,10,SC,,,,,
22,3,2016,6,36,AM,380201,AMANDA,PILIRANI,CL,C,MG,M,SA,,1,4,SC,,,,,
22,3,2016,6,59,AM,380202,AMANDA,PILIRANI,CL,C,PO,M,A,,1,15,SC,,,,,
22,3,2016,6,59,AM,380202,AMANDA,PILIRANI,CL,C,PO,M,A,,1,18,G+,BO,,,,
22,3,2016,6,59,AM,380202,AMANDA,PILIRANI,CL,C,PO,M,A,,1,19,G-,BO,,,,
22,3,2016,6,59,AM,380202,AMANDA,PILIRANI,CL,C,PO,M,A,,1,19,G-,BO,,,,
22,3,2016,7,25,AM,380203,AMANDA,PILIRANI,CL/SU,C,BL,F,A,,1,0,G+,RE,,,,
22,3,2016,7,25,AM,380203,AMANDA,PILIRANI,CL/SU,C,BL,F,A,,1,1,G+,RE,,,,
22,3,2016,7,25,AM,380203,AMANDA,PILIRANI,CL/SU,C,BL,F,A,,1,2,G+,RE,,,,
22,3,2016,7,25,AM,380203,AMANDA,PILIRANI,CL/SU,C,BL,F,A,,1,3,G+,RE,,,,
22,3,2016,7,25,AM,380203,AMANDA,PILIRANI,CL/SU,C,BL,F,A,,1,4,G+,ED,,,,
22,3,2016,7,25,AM,380203,AMANDA,PILIRANI,CL/SU,C,BL,F,A,,1,4,G+,RE,,,,
22,3,2016,7,25,AM,380203,AMANDA,PILIRANI,CL/SU,C,BL,F,A,,1,5,G+,ED,,,,
22,3,2016,7,25,AM,380203,AMANDA,PILIRANI,CL/SU,C,BL,F,A,,1,5,G+,RE,,,,
22,3,2016,7,25,AM,380203,AMANDA,PILIRANI,CL/SU,C,BL,F,A,,1,6,G+,ED,,,,
22,3,2016,7,25,AM,380203,AMANDA,PILIRANI,CL/SU,C,BL,F,A,,1,6,G+,RE,,,,
22,3,2016,7,25,AM,380203,AMANDA,PILIRANI,CL/SU,C,BL,F,A,,1,7,G+,RE,,,,
22,3,2016,7,25,AM,380203,AMANDA,PILIRANI,CL/SU,C,BL,F,A,,1,8,G+,RE,,,,
22,3,2016,7,25,AM,380203,AMANDA,PILIRANI,CL/SU,C,BL,F,A,,1,9,G+,RE,,,,
22,3,2016,7,25,AM,380203,AMANDA,PILIRANI,CL/SU,C,BL,F,A,,1,10,G+,RE,,,,
22,3,2016,7,25,AM,380203,AMANDA,PILIRANI,CL/SU,C,BL,F,A,,1,11,G-,RE,,,,
22,3,2016,7,25,AM,380203,AMANDA,PILIRANI,CL/SU,C,BL,F,A,,1,12,G+,RE,,,,
22,3,2016,7,25,AM,380203,AMANDA,PILIRANI,CL/SU,C,BL,F,A,,1,13,G+,RE,,,,
22,3,2016,7,25,AM,380203,AMANDA,PILIRANI,CL/SU,C,BL,F,A,,1,14,G+,RE,,,,
22,3,2016,7,25,AM,380203,AMANDA,PILIRANI,CL/SU,C,BL,F,A,,1,15,SG,,,,,
22,3,2016,7,49,AM,380204,AMANDA,PILIRANI,SU/CL,C,MA,F,J,,1,0,G+,BO,,,,
22,3,2016,7,49,AM,380204,AMANDA,PILIRANI,SU/CL,C,MA,F,J,,1,1,G+,BO,,,,
22,3,2016,7,49,AM,380204,AMANDA,PILIRANI,SU/CL,C,MA,F,J,,1,3,G-,BO,,,,
22,3,2016,7,49,AM,380204,AMANDA,PILIRANI,SU/CL,C,MA,F,J,,1,4,G+,BO,,,,
22,3,2016,7,49,AM,380204,AMANDA,PILIRANI,SU/CL,C,MA,F,J,,1,4,SC,,,,,
22,3,2016,7,49,AM,380204,AMANDA,PILIRANI,SU/CL,C,MA,F,J,,1,6,SC,,,,,
22,3,2016,7,49,AM,380204,AMANDA,PILIRANI,SU/CL,C,MA,F,J,,1,16,SC,,,,,
22,3,2016,8,12,AM,380205,AMANDA,PILIRANI,SU/CL,C,AU,F,A,,1,0,G+,TO,,,,
22,3,2016,8,12,AM,380205,AMANDA,PILIRANI,SU/CL,C,AU,F,A,,1,1,SC,,,,,
22,3,2016,8,12,AM,380205,AMANDA,PILIRANI,SU/CL,C,AU,F,A,,1,2,G-,TO,,,,
22,3,2016,8,12,AM,380205,AMANDA,PILIRANI,SU/CL,C,AU,F,A,,1,3,G-,TO,,,,
22,3,2016,8,12,AM,380205,AMANDA,PILIRANI,SU/CL,C,AU,F,A,,1,11,SC,,,,,
22,3,2016,8,34,AM,380206,AMANDA,PILIRANI,CL/SU,C,TO,F,A,,1,2,SC,,,,,
22,3,2016,8,34,AM,380206,AMANDA,PILIRANI,CL/SU,C,TO,F,A,,1,17,MP-,PO,2,,,
22,3,2016,8,34,AM,380206,AMANDA,PILIRANI,CL/SU,C,TO,F,A,,1,17,MP-,PO,2,,,
22,3,2016,8,34,AM,380206,AMANDA,PILIRANI,CL/SU,C,TO,F,A,,1,18,SC,,,,,
22,3,2016,12,46,PM,380207,AMANDA,PILIRANI,CL,W,AL,F,A,,3,5,SC,,,,,
22,3,2016,13,10,PM,380208,AMANDA,PILIRANI,CL,W,NE,M,J,,3,12,SC,,,,,
22,3,2016,13,10,PM,380208,AMANDA,PILIRANI,CL,W,NE,M,J,,3,14,SC,,,,,
22,3,2016,13,36,PM,380209,AMANDA,PILIRANI,SU,W,BM,F,A,,3,2,TH-,AL,2,,,
22,3,2016,13,36,PM,380209,AMANDA,PILIRANI,SU,W,BM,F,A,,3,18,SC,,,,,
22,3,2016,14,0,PM,380210,AMANDA,PILIRANI,SU,W,BO,F,A,,3,0,SG,,,,,
22,3,2016,14,0,PM,380210,AMANDA,PILIRANI,SU,W,BO,F,A,,3,1,SG,,,,,
22,3,2016,14,0,PM,380210,AMANDA,PILIRANI,SU,W,BO,F,A,,3,2,SG,,,,,
22,3,2016,14,0,PM,380210,AMANDA,PILIRANI,SU,W,BO,F,A,,3,2,SC,,,,,
22,3,2016,14,0,PM,380210,AMANDA,PILIRANI,SU,W,BO,F,A,,3,11,MP-,AM,2,,,
22,3,2016,14,0,PM,380210,AMANDA,PILIRANI,SU,W,BO,F,A,,3,18,SC,,,,,
22,3,2016,14,0,PM,380210,AMANDA,PILIRANI,SU,W,BO,F,A,,3,18,SC,,,,,
22,3,2016,14,30,PM,380211,AMANDA,PILIRANI,SU,W,KO,F,J,,3,1,SC,,,,,
22,3,2016,14,30,PM,380211,AMANDA,PILIRANI,SU,W,KO,F,J,,3,3,SC,,,,,
23,3,2016,6,37,AM,380301,AMANDA,,CL,W,TI,F,A,,1,3,SG,,,,,
23,3,2016,6,37,AM,380301,AMANDA,,CL,W,TI,F,A,,1,4,SG,,,,,
23,3,2016,6,37,AM,380301,AMANDA,,CL,W,TI,F,A,,1,5,SG,,,,,
23,3,2016,6,37,AM,380301,AMANDA,,CL,W,TI,F,A,,1,16,MP-,TO,2,,,
23,3,2016,6,37,AM,380301,AMANDA,,CL,W,TI,F,A,,1,16,MP-,AU,2,,,
23,3,2016,7,0,AM,380302,AMANDA,,CL,W,JA,M,A,,1,13,SC,,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,0,G+,AU,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,1,G+,AU,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,2,G+,AU,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,3,G+,AU,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,4,G+,AU,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,5,G+,AU,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,6,G+,AU,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,7,G+,AU,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,8,G+,AU,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,9,G+,AU,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,10,G+,AU,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,11,G+,AU,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,12,G-,AU,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,12,SC,,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,12,SG,,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,13,SG,,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,14,SG,,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,15,SG,,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,16,SG,,,,,
23,3,2016,7,52,AM,380304,AMANDA,,CL,W,RE,F,J,,1,16,SC,,,,,
23,3,2016,8,16,AM,380305,AMANDA,,CL,W,BO,F,A,,1,0,G+,AU,,,,
23,3,2016,8,16,AM,380305,AMANDA,,CL,W,BO,F,A,,1,1,G+,AU,,,,
23,3,2016,8,16,AM,380305,AMANDA,,CL,W,BO,F,A,,1,2,G+,AU,,,,
23,3,2016,8,16,AM,380305,AMANDA,,CL,W,BO,F,A,,1,3,G+,AU,,,,
23,3,2016,8,16,AM,380305,AMANDA,,CL,W,BO,F,A,,1,4,G-,AU,,,,
23,3,2016,8,16,AM,380305,AMANDA,,CL,W,BO,F,A,,1,5,G-,AU,,,,
23,3,2016,8,16,AM,380305,AMANDA,,CL,W,BO,F,A,,1,6,G-,AU,,,,
23,3,2016,8,16,AM,380305,AMANDA,,CL,W,BO,F,A,,1,7,G-,AU,,,,
23,3,2016,8,16,AM,380305,AMANDA,,CL,W,BO,F,A,,1,8,G-,AU,,,,
23,3,2016,8,16,AM,380305,AMANDA,,CL,W,BO,F,A,,1,9,G-,AU,,,,
23,3,2016,8,16,AM,380305,AMANDA,,CL,W,BO,F,A,,1,9,SC,,,,,
23,3,2016,8,16,AM,380305,AMANDA,,CL,W,BO,F,A,,1,10,G+,KO,,,,
23,3,2016,8,16,AM,380305,AMANDA,,CL,W,BO,F,A,,1,11,G+,KO,,,,
23,3,2016,8,40,AM,380306,AMANDA,,CL/SU,W,ED,F,J,,1,10,MP-,MA,2,,,
23,3,2016,8,40,AM,380306,AMANDA,,CL/SU,W,ED,F,J,,1,12,MP-,MY,2,,,
23,3,2016,8,40,AM,380306,AMANDA,,CL/SU,W,ED,F,J,,1,13,A-,MY,2,,,
23,3,2016,8,40,AM,380306,AMANDA,,CL/SU,W,ED,F,J,,1,14,MP-,MY,2,,,
23,3,2016,8,40,AM,380306,AMANDA,,CL/SU,W,ED,F,J,,1,14,G-,BL,,,,
23,3,2016,8,40,AM,380306,AMANDA,,CL/SU,W,ED,F,J,,1,15,G-,BL,,,,
23,3,2016,8,40,AM,380306,AMANDA,,CL/SU,W,ED,F,J,,1,16,G-,BL,,,,
23,3,2016,8,40,AM,380306,AMANDA,,CL/SU,W,ED,F,J,,1,17,G-,BL,,,,
23,3,2016,8,40,AM,380306,AMANDA,,CL/SU,W,ED,F,J,,1,18,G-,BL,,,,
23,3,2016,8,40,AM,380306,AMANDA,,CL/SU,W,ED,F,J,,1,19,G-,BL,,,,
23,3,2016,12,49,PM,380307,AMANDA,,CL,H,PO,M,A,,3,7,SC,,,,,
23,3,2016,12,49,PM,380307,AMANDA,,CL,H,PO,M,A,,3,11,SC,,,,,
23,3,2016,12,49,PM,380307,AMANDA,,CL,H,PO,M,A,,3,11,SC,,,,,
23,3,2016,12,49,PM,380307,AMANDA,,CL,H,PO,M,A,,3,12,SG,,,,,
23,3,2016,12,49,PM,380307,AMANDA,,CL,H,PO,M,A,,3,12,SC,,,,,
23,3,2016,12,49,PM,380307,AMANDA,,CL,H,PO,M,A,,3,12,SC,,,,,
23,3,2016,12,49,PM,380307,AMANDA,,CL,H,PO,M,A,,3,12,SG,,,,,
23,3,2016,12,49,PM,380307,AMANDA,,CL,H,PO,M,A,,3,14,SC,,,,,
23,3,2016,12,49,PM,380307,AMANDA,,CL,H,PO,M,A,,3,16,SC,,,,,
23,3,2016,13,13,PM,380308,AMANDA,,CL,W,TO,F,A,,3,5,SC,,,,,
23,3,2016,13,13,PM,380308,AMANDA,,CL,W,TO,F,A,,3,8,SC,,,,,
23,3,2016,13,13,PM,380308,AMANDA,,CL,W,TO,F,A,,3,14,SC,,,,,
23,3,2016,13,13,PM,380308,AMANDA,,CL,W,TO,F,A,,3,16,SC,,,,,
23,3,2016,14,18,PM,380310,AMANDA,,CL,W,AU,F,A,,3,11,SC,,,,,
23,3,2016,14,18,PM,380310,AMANDA,,CL,W,AU,F,A,,3,13,SC,,,,,
29,3,2016,15,5,PM,390201,AMANDA,KASPER,SU,H,BM,F,A,,4,7,MP-,AM,2,,,
29,3,2016,15,5,PM,390201,AMANDA,KASPER,SU,H,BM,F,A,,4,11,A-,AM,2,,,
29,3,2016,15,5,PM,390201,AMANDA,KASPER,SU,H,BM,F,A,,4,15,SC,,,,,
29,3,2016,15,33,PM,390202,AMANDA,KASPER,SU,H,JA,M,A,,4,19,SC,,,,,
29,3,2016,16,55,PM,390205,AMANDA,KASPER,SU,W,MG,M,SA,,4,11,SC,,,,,
29,3,2016,16,55,PM,390205,AMANDA,KASPER,SU,W,MG,M,SA,,4,13,SC,,,,,
29,3,2016,16,55,PM,390205,AMANDA,KASPER,SU,W,MG,M,SA,,4,17,SC,,,,,
29,3,2016,16,55,PM,390205,AMANDA,KASPER,SU,W,MG,M,SA,,4,18,SC,,,,,
29,3,2016,16,55,PM,390205,AMANDA,KASPER,SU,W,MG,M,SA,,4,19,SC,,,,,
29,3,2016,17,22,PM,390206,AMANDA,KASPER,CL,W,BL,F,A,,4,2,MP+,MY,1,,,
29,3,2016,17,22,PM,390206,AMANDA,KASPER,CL,W,BL,F,A,,4,3,SC,,,,,
29,3,2016,17,22,PM,390206,AMANDA,KASPER,CL,W,BL,F,A,,4,6,SC,,,,,
30,3,2016,9,34,AM,390302,AMANDA,KASPER,SU,W,BM,F,A,,2,3,MP-,JA,2,,,
30,3,2016,9,34,AM,390302,AMANDA,KASPER,SU,W,BM,F,A,,2,3,TH+,JA,1,,,
30,3,2016,9,34,AM,390302,AMANDA,KASPER,SU,W,BM,F,A,,2,5,SC,,,,,
30,3,2016,9,34,AM,390302,AMANDA,KASPER,SU,W,BM,F,A,,2,7,SC,,,,,
30,3,2016,9,34,AM,390302,AMANDA,KASPER,SU,W,BM,F,A,,2,9,SC,,,,,
30,3,2016,9,34,AM,390302,AMANDA,KASPER,SU,W,BM,F,A,,2,11,SC,,,,,
30,3,2016,9,34,AM,390302,AMANDA,KASPER,SU,W,BM,F,A,,2,14,SC,,,,,
30,3,2016,10,0,AM,390303,AMANDA,KASPER,SU,H,TI,F,A,,2,3,SC,,,,,
30,3,2016,10,0,AM,390303,AMANDA,KASPER,SU,H,TI,F,A,,2,10,MP-,MG,2,,,
30,3,2016,10,0,AM,390303,AMANDA,KASPER,SU,H,TI,F,A,,2,12,MP-,AM,2,,,
30,3,2016,10,0,AM,390303,AMANDA,KASPER,SU,H,TI,F,A,,2,19,SC,,,,,
30,3,2016,15,8,PM,390307,KASPER,AMANDA,SU,H,JA,M,A,,4,0,SC,,,,,
30,3,2016,15,8,PM,390307,KASPER,AMANDA,SU,H,JA,M,A,,4,2,SC,,,,,
30,3,2016,15,8,PM,390307,KASPER,AMANDA,SU,H,JA,M,A,,4,3,MP+,BM,1,,,
30,3,2016,16,0,PM,390309,KASPER,AMANDA,SU,H,KO,F,J,,4,8,SC,,,,,
30,3,2016,16,0,PM,390309,KASPER,AMANDA,SU,H,KO,F,J,,4,15,MP-,MG,2,,,
30,3,2016,16,27,PM,390310,KASPER,AMANDA,SU,W,AM,F,A,,4,3,SC,,,,,
30,3,2016,16,27,PM,390310,KASPER,AMANDA,SU,W,AM,F,A,,4,9,SC,,,,,
30,3,2016,16,27,PM,390310,KASPER,AMANDA,SU,W,AM,F,A,,4,12,MP-,BL,2,,,
31,3,2016,9,12,AM,390401,KASPER,AMANDA,SU,W,TO,F,A,,2,18,TH-,ED,0,,,
31,3,2016,9,12,AM,390401,KASPER,AMANDA,SU,W,TO,F,A,,2,18,TH-,AL,2,,,
31,3,2016,9,36,AM,390402,KASPER,AMANDA,SU,W,ED,F,J,,2,3,SC,,,,,
31,3,2016,9,36,AM,390402,KASPER,AMANDA,SU,W,ED,F,J,,2,5,SC,,,,,
31,3,2016,9,36,AM,390402,KASPER,AMANDA,SU,W,ED,F,J,,2,5,SC,,,,,
31,3,2016,9,36,AM,390402,KASPER,AMANDA,SU,W,ED,F,J,,2,17,SC,,,,,
31,3,2016,10,9,AM,390403,KASPER,AMANDA,SU,H,JA,M,A,,2,1,MP+,NE,1,,,
31,3,2016,10,9,AM,390403,KASPER,AMANDA,SU,H,JA,M,A,,2,4,SC,,,,,
31,3,2016,11,3,AM,390405,KASPER,AMANDA,SU,H,AM,F,A,,2,3,MP-,BL,2,,,
31,3,2016,11,3,AM,390405,KASPER,AMANDA,SU,H,AM,F,A,,2,13,SC,,,,,
31,3,2016,15,0,PM,390407,AMANDA,KASPER,SU,H,AU,F,A,,4,0,G-,BL,,,,
31,3,2016,15,0,PM,390407,AMANDA,KASPER,SU,H,AU,F,A,,4,1,G-,BL,,,,
31,3,2016,15,27,PM,390408,KASPER,AMANDA,SU,H,AL,F,A,,4,1,SC,,,,,
31,3,2016,15,27,PM,390408,KASPER,AMANDA,SU,H,AL,F,A,,4,2,SC,,,,,
31,3,2016,15,58,PM,390409,KASPER,AMANDA,SU,H,TI,F,A,,4,19,MP-,MG,2,,,
31,3,2016,15,58,PM,390409,KASPER,AMANDA,SU,H,TI,F,A,,4,19,MP-,MG,2,,,
31,3,2016,16,22,PM,390410,KASPER,AMANDA,SU,W,NE,M,J,,4,1,SC,,,,,
31,3,2016,16,22,PM,390410,KASPER,AMANDA,SU,W,NE,M,J,,4,16,SC,,,,,
31,3,2016,16,48,PM,390411,KASPER,AMANDA,SU,W,MG,M,SA,,4,0,MP-,PO,2,,,
31,3,2016,16,48,PM,390411,KASPER,AMANDA,SU,W,MG,M,SA,,4,2,SC,,,,,
31,3,2016,16,48,PM,390411,KASPER,AMANDA,SU,W,MG,M,SA,,4,4,MP-,AM,2,,,
31,3,2016,16,48,PM,390411,KASPER,AMANDA,SU,W,MG,M,SA,,4,5,SC,,,,,
31,3,2016,16,48,PM,390411,KASPER,AMANDA,SU,W,MG,M,SA,,4,11,SC,,,,,
31,3,2016,16,48,PM,390411,KASPER,AMANDA,SU,W,MG,M,SA,,4,17,SC,,,,,
31,3,2016,16,48,PM,390411,KASPER,AMANDA,SU,W,MG,M,SA,,4,17,SC,,,,,
31,3,2016,16,48,PM,390411,KASPER,AMANDA,SU,W,MG,M,SA,,4,18,SC,,,,,
1,4,2016,9,28,AM,390502,KASPER,AMANDA,SU,W,BO,F,A,,2,3,SC,,,,,
1,4,2016,10,14,AM,390503,KASPER,AMANDA,SU,W,NE,M,J,,2,7,SC,,,,,
1,4,2016,10,14,AM,390503,KASPER,AMANDA,SU,W,NE,M,J,,2,7,SC,,,,,
1,4,2016,10,14,AM,390503,KASPER,AMANDA,SU,W,NE,M,J,,2,9,SC,,,,,
1,4,2016,10,14,AM,390503,KASPER,AMANDA,SU,W,NE,M,J,,2,11,SC,,,,,
1,4,2016,10,14,AM,390503,KASPER,AMANDA,SU,W,NE,M,J,,2,14,SC,,,,,
1,4,2016,10,14,AM,390503,KASPER,AMANDA,SU,W,NE,M,J,,2,15,SC,,,,,
1,4,2016,10,14,AM,390503,KASPER,AMANDA,SU,W,NE,M,J,,2,16,SC,,,,,
1,4,2016,10,39,AM,390504,KASPER,AMANDA,SU,H,BL,F,A,,2,13,MP+,MA,1,,,
1,4,2016,10,39,AM,390504,KASPER,AMANDA,SU,H,BL,F,A,,2,17,SC,,,,,
1,4,2016,11,29,AM,390506,AMANDA,KASPER,CL/LR,W,BM,F,A,,2,14,SC,,,,,
1,4,2016,11,29,AM,390506,AMANDA,KASPER,CL/LR,W,BM,F,A,,2,15,SC,,,,,
1,4,2016,11,29,AM,390506,AMANDA,KASPER,CL/LR,W,BM,F,A,,2,16,SC,,,,,
1,4,2016,11,29,AM,390506,AMANDA,KASPER,CL/LR,W,BM,F,A,,2,16,SC,,,,,
1,4,2016,11,29,AM,390506,AMANDA,KASPER,CL/LR,W,BM,F,A,,2,18,SC,,,,,
1,4,2016,15,6,PM,390507,KASPER,AMANDA,CL,W,TO,F,A,,4,0,SC,,,,,
1,4,2016,15,6,PM,390507,KASPER,AMANDA,CL,W,TO,F,A,,4,5,MP+,KO,1,,,
1,4,2016,15,6,PM,390507,KASPER,AMANDA,CL,W,TO,F,A,,4,6,MP-,ED,2,,,
1,4,2016,15,29,PM,390508,KASPER,AMANDA,CL/SU,W,ED,F,J,,4,3,MP-,UK,2,,,
1,4,2016,15,29,PM,390508,KASPER,AMANDA,CL/SU,W,ED,F,J,,4,8,SC,,,,,
